sku_id,date,our_new_price,competitor_price_x,adjusted_price
SKU00057,2024-02-18,399.64,591.19,399.64
SKU00057,2024-02-19,399.64,579.98,399.64
SKU00057,2024-02-20,399.64,605.26,399.64
SKU00057,2024-02-21,399.64,522.09,399.64
SKU00057,2024-02-22,399.64,560.03,399.64
SKU00057,2024-02-23,399.64,538.13,399.64
SKU00057,2024-02-24,399.64,565.06,399.64
SKU00057,2024-02-25,399.64,583.47,399.64
SKU00057,2024-02-26,399.64,620.86,399.64
SKU00057,2024-02-27,399.64,545.86,399.64
SKU00057,2024-02-28,399.64,573.56,399.64
SKU00057,2024-02-29,399.64,570.46,399.64
SKU00057,2024-03-01,399.64,545.74,399.64
SKU00057,2024-03-02,399.64,543.49,399.64
SKU00057,2024-03-03,399.64,541.24,399.64
SKU00057,2024-03-04,399.64,545.07,399.64
SKU00057,2024-03-05,399.64,540.74,399.64
SKU00057,2024-03-06,399.64,590.29,399.64
SKU00057,2024-03-07,399.64,575.92,399.64
SKU00057,2024-03-08,399.64,529.88,399.64
SKU00057,2024-03-09,399.64,561.72,399.64
SKU00057,2024-03-10,399.64,555.52,399.64
SKU00057,2024-03-11,399.64,557.67,399.64
SKU00057,2024-03-12,399.64,601.12,399.64
SKU00057,2024-03-13,399.64,575.62,399.64
SKU00057,2024-03-14,399.64,596.18,399.64
SKU00057,2024-03-15,399.64,569.13,399.64
SKU00057,2024-03-16,399.64,562.39,399.64
SKU00057,2024-03-17,399.64,585.63,399.64
SKU00057,2024-03-18,399.64,538.59,399.64
SKU00057,2024-03-19,399.64,573.33,399.64
SKU00057,2024-03-20,399.64,570.66,399.64
SKU00057,2024-03-21,399.64,533.4,399.64
SKU00057,2024-03-22,399.64,587.73,399.64
SKU00057,2024-03-23,399.64,517.06,399.64
SKU00057,2024-03-24,399.64,576.81,399.64
SKU00057,2024-03-25,399.64,558.08,399.64
SKU00057,2024-03-26,399.64,547.93,399.64
SKU00057,2024-03-27,399.64,559.09,399.64
SKU00057,2024-03-28,399.64,519.11,399.64
SKU00057,2024-03-29,399.64,568.8,399.64
SKU00057,2024-03-30,399.64,569.5,399.64
SKU00057,2024-03-31,399.64,557.23,399.64
SKU00057,2024-04-01,399.64,501.81,399.64
SKU00057,2024-04-02,399.64,520.41,399.64
SKU00057,2024-04-03,399.64,529.94,399.64
SKU00057,2024-04-04,399.64,589.29,399.64
SKU00057,2024-04-05,399.64,494.61,399.64
SKU00057,2024-04-06,399.64,514.24,399.64
SKU00057,2024-04-07,399.64,552.01,399.64
SKU00057,2024-04-08,399.64,553.36,399.64
SKU00057,2024-04-09,399.64,571.89,399.64
SKU00057,2024-04-10,399.64,496.27,399.64
SKU00057,2024-04-11,399.64,573.42,399.64
SKU00057,2024-04-12,399.64,563.46,399.64
SKU00057,2024-04-13,399.64,531.07,399.64
SKU00057,2024-04-14,399.64,558.71,399.64
SKU00057,2024-04-15,399.64,510.64,399.64
SKU00057,2024-04-16,399.64,580.32,399.64
SKU00057,2024-04-17,399.64,540.83,399.64
SKU00057,2024-04-18,399.64,591.9,399.64
SKU00057,2024-04-19,399.64,601.98,399.64
SKU00057,2024-04-20,399.64,540.09,399.64
SKU00057,2024-04-21,399.64,578.3,399.64
SKU00057,2024-04-22,399.64,544.42,399.64
SKU00057,2024-04-23,399.64,597.99,399.64
SKU00057,2024-04-24,399.64,516.82,399.64
SKU00057,2024-04-25,399.64,563.71,399.64
SKU00057,2024-04-26,399.64,597.28,399.64
SKU00057,2024-04-27,399.64,524.84,399.64
SKU00057,2024-04-28,399.64,554.51,399.64
SKU00057,2024-04-29,399.64,595.81,399.64
SKU00057,2024-04-30,399.64,588.9,399.64
SKU00057,2024-05-01,399.64,593.97,399.64
SKU00057,2024-05-02,399.64,501.85,399.64
SKU00057,2024-05-03,399.64,515.54,399.64
SKU00057,2024-05-04,399.64,538.97,399.64
SKU00057,2024-05-05,399.64,533.65,399.64
SKU00057,2024-05-06,399.64,552.14,399.64
SKU00057,2024-05-07,399.64,529.73,399.64
SKU00057,2024-05-08,399.64,599.13,399.64
SKU00057,2024-05-09,399.64,457.71,399.64
SKU00057,2024-05-10,399.64,562.4,399.64
SKU00057,2024-05-11,399.64,505.75,399.64
SKU00057,2024-05-12,399.64,553.2,399.64
SKU00057,2024-05-13,399.64,586.89,399.64
SKU00057,2024-05-14,399.64,563.92,399.64
SKU00057,2024-05-15,399.64,558.71,399.64
SKU00057,2024-05-16,399.64,502.1,399.64
SKU00057,2024-05-17,399.64,565.24,399.64
SKU00057,2024-05-18,399.64,515.96,399.64
SKU00057,2024-05-19,399.64,574.58,399.64
SKU00057,2024-05-20,399.64,554.5,399.64
SKU00057,2024-05-21,399.64,555.81,399.64
SKU00057,2024-05-22,399.64,552.74,399.64
SKU00057,2024-05-23,399.64,533.99,399.64
SKU00057,2024-05-24,399.64,539.37,399.64
SKU00057,2024-05-25,399.64,558.61,399.64
SKU00057,2024-05-26,399.64,529.08,399.64
SKU00057,2024-05-27,399.64,597.71,399.64
SKU00057,2024-05-28,399.64,547.58,399.64
SKU00057,2024-05-29,399.64,572.62,399.64
SKU00057,2024-05-30,399.64,525.65,399.64
SKU00057,2024-05-31,399.64,532.61,399.64
SKU00057,2024-06-01,399.64,564.06,399.64
SKU00057,2024-06-02,399.64,551.45,399.64
SKU00057,2024-06-03,399.64,555.63,399.64
SKU00057,2024-06-04,399.64,568.48,399.64
SKU00057,2024-06-05,399.64,573.72,399.64
SKU00057,2024-06-06,399.64,489.74,399.64
SKU00057,2024-06-07,399.64,593.84,399.64
SKU00057,2024-06-08,399.64,620.13,399.64
SKU00057,2024-06-09,399.64,608.63,399.64
SKU00057,2024-06-10,399.64,509.03,399.64
SKU00057,2024-06-11,399.64,504.5,399.64
SKU00057,2024-06-12,399.64,527.35,399.64
SKU00057,2024-06-13,399.64,600.92,399.64
SKU00057,2024-06-14,399.64,572.67,399.64
SKU00057,2024-06-15,399.64,588.35,399.64
SKU00057,2024-06-16,399.64,536.16,399.64
SKU00057,2024-06-17,399.64,585.25,399.64
SKU00057,2024-06-18,399.64,545.85,399.64
SKU00057,2024-06-19,399.64,569.56,399.64
SKU00057,2024-06-20,399.64,511.81,399.64
SKU00057,2024-06-21,399.64,565.54,399.64
SKU00057,2024-06-22,399.64,570.67,399.64
SKU00057,2024-06-23,399.64,580.09,399.64
SKU00057,2024-06-24,399.64,576.17,399.64
SKU00057,2024-06-25,399.64,524.46,399.64
SKU00057,2024-06-26,399.64,555.5,399.64
SKU00057,2024-06-27,399.64,543.79,399.64
SKU00057,2024-06-28,399.64,569.88,399.64
SKU00057,2024-06-29,399.64,562.68,399.64
SKU00057,2024-06-30,399.64,549.67,399.64
SKU00057,2024-07-01,399.64,584.29,399.64
SKU00057,2024-07-02,399.64,595.73,399.64
SKU00057,2024-07-03,399.64,571.56,399.64
SKU00057,2024-07-04,399.64,544.23,399.64
SKU00057,2024-07-05,399.64,601.57,399.64
SKU00057,2024-07-06,399.64,530.25,399.64
SKU00057,2024-07-07,399.64,596.96,399.64
SKU00057,2024-07-08,399.64,541.32,399.64
SKU00057,2024-07-09,399.64,588.97,399.64
SKU00057,2024-07-10,399.64,564.8,399.64
SKU00057,2024-07-11,399.64,586.38,399.64
SKU00057,2024-07-12,399.64,552.36,399.64
SKU00057,2024-07-13,399.64,558.89,399.64
SKU00057,2024-07-14,399.64,562.99,399.64
SKU00057,2024-07-15,399.64,540.92,399.64
SKU00057,2024-07-16,399.64,568.77,399.64
SKU00057,2024-07-17,399.64,592.9,399.64
SKU00057,2024-07-18,399.64,549.41,399.64
SKU00057,2024-07-19,399.64,511.98,399.64
SKU00057,2024-07-20,399.64,552.07,399.64
SKU00057,2024-07-21,399.64,588.04,399.64
SKU00057,2024-07-22,399.64,493.72,399.64
SKU00057,2024-07-23,399.64,526.1,399.64
SKU00057,2024-07-24,399.64,547.17,399.64
SKU00057,2024-07-25,399.64,598.34,399.64
SKU00057,2024-07-26,399.64,545.99,399.64
SKU00057,2024-07-27,399.64,560.68,399.64
SKU00057,2024-07-28,399.64,559.52,399.64
SKU00057,2024-07-29,399.64,536.77,399.64
SKU00057,2024-07-30,399.64,540.13,399.64
SKU00057,2024-07-31,399.64,578.15,399.64
SKU00057,2024-08-01,399.64,560.11,399.64
SKU00057,2024-08-02,399.64,510.2,399.64
SKU00057,2024-08-03,399.64,541.13,399.64
SKU00057,2024-08-04,399.64,579.67,399.64
SKU00057,2024-08-05,399.64,572.86,399.64
SKU00057,2024-08-06,399.64,612.32,399.64
SKU00057,2024-08-07,399.64,525.25,399.64
SKU00057,2024-08-08,399.64,546.84,399.64
SKU00057,2024-08-09,399.64,573.34,399.64
SKU00057,2024-08-10,399.64,613.12,399.64
SKU00057,2024-08-11,399.64,551.61,399.64
SKU00057,2024-08-12,399.64,525.93,399.64
SKU00057,2024-08-13,399.64,605.01,399.64
SKU00057,2024-08-14,399.64,506.7,399.64
SKU00057,2024-08-15,399.64,537.78,399.64
SKU00057,2024-08-16,399.64,545.5,399.64
SKU00057,2024-08-17,399.64,540.05,399.64
SKU00057,2024-08-18,399.64,573.86,399.64
SKU00057,2024-08-19,399.64,559.05,399.64
SKU00057,2024-08-20,399.64,494.55,399.64
SKU00057,2024-08-21,399.64,564.26,399.64
SKU00057,2024-08-22,399.64,565.81,399.64
SKU00057,2024-08-23,399.64,533.87,399.64
SKU00057,2024-08-24,399.64,536.29,399.64
SKU00057,2024-08-25,399.64,548.41,399.64
SKU00057,2024-08-26,399.64,564.38,399.64
SKU00057,2024-08-27,399.64,544.03,399.64
SKU00057,2024-08-28,399.64,492.79,399.64
SKU00057,2024-08-29,399.64,545.9,399.64
SKU00057,2024-08-30,399.64,546.04,399.64
SKU00057,2024-08-31,399.64,528.86,399.64
SKU00057,2024-09-01,399.64,534.19,399.64
SKU00057,2024-09-02,399.64,559.95,399.64
SKU00057,2024-09-03,399.64,527.09,399.64
SKU00057,2024-09-04,399.64,535.41,399.64
SKU00057,2024-09-05,399.64,554.88,399.64
SKU00057,2024-09-06,399.64,576.26,399.64
SKU00057,2024-09-07,399.64,599.7,399.64
SKU00057,2024-09-08,399.64,483.69,399.64
SKU00057,2024-09-09,399.64,604.36,399.64
SKU00057,2024-09-10,399.64,514.97,399.64
SKU00057,2024-09-11,399.64,532.17,399.64
SKU00057,2024-09-12,399.64,519.93,399.64
SKU00057,2024-09-13,399.64,590.79,399.64
SKU00057,2024-09-14,399.64,560.88,399.64
SKU00057,2024-09-15,399.64,520.67,399.64
SKU00057,2024-09-16,399.64,555.76,399.64
SKU00057,2024-09-17,399.64,569.99,399.64
SKU00057,2024-09-18,399.64,545.19,399.64
SKU00057,2024-09-19,399.64,592.54,399.64
SKU00057,2024-09-20,399.64,544.95,399.64
SKU00057,2024-09-21,399.64,562.1,399.64
SKU00057,2024-09-22,399.64,534.1,399.64
SKU00057,2024-09-23,399.64,538.81,399.64
SKU00057,2024-09-24,399.64,548.98,399.64
SKU00057,2024-09-25,399.64,546.92,399.64
SKU00057,2024-09-26,399.64,582.25,399.64
SKU00057,2024-09-27,399.64,561.54,399.64
SKU00057,2024-09-28,399.64,519.07,399.64
SKU00057,2024-09-29,399.64,565.5,399.64
SKU00057,2024-09-30,399.64,568.65,399.64
SKU00057,2024-10-01,399.64,573.35,399.64
SKU00057,2024-10-02,399.64,524.11,399.64
SKU00057,2024-10-03,399.64,534.24,399.64
SKU00057,2024-10-04,399.64,566.13,399.64
SKU00057,2024-10-05,399.64,502.04,399.64
SKU00057,2024-10-06,399.64,583.82,399.64
SKU00057,2024-10-07,399.64,590.19,399.64
SKU00057,2024-10-08,399.64,525.69,399.64
SKU00057,2024-10-09,399.64,531.51,399.64
SKU00057,2024-10-10,399.64,563.68,399.64
SKU00057,2024-10-11,399.64,513.2,399.64
SKU00057,2024-10-12,399.64,580.23,399.64
SKU00057,2024-10-13,399.64,520.82,399.64
SKU00057,2024-10-14,399.64,588.43,399.64
SKU00057,2024-10-15,399.64,523.27,399.64
SKU00057,2024-10-16,399.64,537.53,399.64
SKU00057,2024-10-17,399.64,518.12,399.64
SKU00057,2024-10-18,399.64,557.36,399.64
SKU00057,2024-10-19,399.64,548.95,399.64
SKU00057,2024-10-20,399.64,532.4,399.64
SKU00057,2024-10-21,399.64,489.91,399.64
SKU00057,2024-10-22,399.64,545.5,399.64
SKU00057,2024-10-23,399.64,513.7,399.64
SKU00057,2024-10-24,399.64,526.23,399.64
SKU00057,2024-10-25,399.64,559.26,399.64
SKU00057,2024-10-26,399.64,561.15,399.64
SKU00057,2024-10-27,399.64,574.48,399.64
SKU00057,2024-10-28,399.64,570.01,399.64
SKU00057,2024-10-29,399.64,547.51,399.64
SKU00057,2024-10-30,399.64,558.61,399.64
SKU00057,2024-10-31,399.64,516.37,399.64
SKU00057,2024-11-01,399.64,575.66,399.64
SKU00057,2024-11-02,399.64,551.47,399.64
SKU00057,2024-11-03,399.64,577.1,399.64
SKU00057,2024-11-04,399.64,478.13,399.64
SKU00057,2024-11-05,399.64,583.07,399.64
SKU00057,2024-11-06,399.64,588.87,399.64
SKU00057,2024-11-07,399.64,582.57,399.64
SKU00057,2024-11-08,399.64,576.93,399.64
SKU00057,2024-11-09,399.64,583.29,399.64
SKU00057,2024-11-10,399.64,540.88,399.64
SKU00057,2024-11-11,399.64,557.24,399.64
SKU00057,2024-11-12,399.64,544.58,399.64
SKU00057,2024-11-13,399.64,562.69,399.64
SKU00057,2024-11-14,399.64,568.26,399.64
SKU00057,2024-11-15,399.64,562.78,399.64
SKU00057,2024-11-16,399.64,545.65,399.64
SKU00057,2024-11-17,399.64,547.54,399.64
SKU00057,2024-11-18,399.64,522.16,399.64
SKU00057,2024-11-19,399.64,533.8,399.64
SKU00057,2024-11-20,399.64,594.81,399.64
SKU00057,2024-11-21,399.64,573.16,399.64
SKU00057,2024-11-22,399.64,549.88,399.64
SKU00057,2024-11-23,399.64,524.8,399.64
SKU00057,2024-11-24,399.64,622.81,399.64
SKU00057,2024-11-25,399.64,528.7,399.64
SKU00057,2024-11-26,399.64,524.23,399.64
SKU00057,2024-11-27,399.64,536.66,399.64
SKU00057,2024-11-28,399.64,566.57,399.64
SKU00057,2024-11-29,399.64,469.05,399.64
SKU00057,2024-11-30,399.64,559.07,399.64
SKU00057,2024-12-01,399.64,502.43,399.64
SKU00057,2024-12-02,399.64,564.31,399.64
SKU00057,2024-12-03,399.64,573.04,399.64
SKU00057,2024-12-04,399.64,533.38,399.64
SKU00057,2024-12-05,399.64,563.66,399.64
SKU00057,2024-12-06,399.64,551.45,399.64
SKU00057,2024-12-07,399.64,550.47,399.64
SKU00057,2024-12-08,399.64,542.73,399.64
SKU00057,2024-12-09,399.64,535.86,399.64
SKU00057,2024-12-10,399.64,548.6,399.64
SKU00057,2024-12-11,399.64,528.2,399.64
SKU00057,2024-12-12,399.64,557.74,399.64
SKU00057,2024-12-13,399.64,533.34,399.64
SKU00057,2024-12-14,399.64,523.64,399.64
SKU00057,2024-12-15,399.64,534.52,399.64
SKU00057,2024-12-16,399.64,527.65,399.64
SKU00057,2024-12-17,399.64,509.66,399.64
SKU00057,2024-12-18,399.64,521.94,399.64
SKU00057,2024-12-19,399.64,578.95,399.64
SKU00057,2024-12-20,399.64,567.39,399.64
SKU00057,2024-12-21,399.64,574.56,399.64
SKU00057,2024-12-22,399.64,586.33,399.64
SKU00057,2024-12-23,399.64,527.01,399.64
SKU00057,2024-12-24,399.64,552.45,399.64
SKU00057,2024-12-25,399.64,496.62,399.64
SKU00057,2024-12-26,399.64,533.84,399.64
SKU00057,2024-12-27,399.64,513.3,399.64
SKU00057,2024-12-28,399.64,541.61,399.64
SKU00057,2024-12-29,399.64,570.78,399.64
SKU00057,2024-12-30,399.64,563.4,399.64
SKU00057,2024-12-31,399.64,562.06,399.64
SKU00121,2024-01-01,234.19,305.19,234.19
SKU00121,2024-01-02,234.19,295.83,234.19
SKU00121,2024-01-03,234.19,277.54,234.19
SKU00121,2024-01-04,234.19,316.37,234.19
SKU00121,2024-01-05,234.19,291.63,234.19
SKU00121,2024-01-06,234.19,303.43,234.19
SKU00121,2024-01-07,234.19,269.41,234.19
SKU00121,2024-01-08,234.19,296.76,234.19
SKU00121,2024-01-09,234.19,288.92,234.19
SKU00121,2024-01-10,234.19,279.71,234.19
SKU00121,2024-01-11,234.19,292.34,234.19
SKU00121,2024-01-12,234.19,318.73,234.19
SKU00121,2024-01-13,234.19,276.58,234.19
SKU00121,2024-01-14,234.19,275.3,234.19
SKU00121,2024-01-15,234.19,279.95,234.19
SKU00121,2024-01-16,234.19,290.34,234.19
SKU00121,2024-01-17,234.19,281.52,234.19
SKU00121,2024-01-18,234.19,291.26,234.19
SKU00121,2024-01-19,234.19,285.67,234.19
SKU00121,2024-01-20,234.19,308.27,234.19
SKU00121,2024-01-21,234.19,296.92,234.19
SKU00121,2024-01-22,234.19,297.71,234.19
SKU00121,2024-01-23,234.19,281.44,234.19
SKU00121,2024-01-24,234.19,292.66,234.19
SKU00121,2024-01-25,234.19,276.89,234.19
SKU00121,2024-01-26,234.19,280.22,234.19
SKU00121,2024-01-27,234.19,312.35,234.19
SKU00121,2024-01-28,234.19,287.9,234.19
SKU00121,2024-01-29,234.19,303.03,234.19
SKU00121,2024-01-30,234.19,283.14,234.19
SKU00121,2024-01-31,234.19,306.31,234.19
SKU00121,2024-02-01,234.19,282.15,234.19
SKU00121,2024-02-02,234.19,286.27,234.19
SKU00121,2024-02-03,234.19,306.44,234.19
SKU00121,2024-02-04,234.19,294.98,234.19
SKU00121,2024-02-05,234.19,275.66,234.19
SKU00121,2024-02-06,234.19,265.33,234.19
SKU00121,2024-02-07,234.19,290.41,234.19
SKU00121,2024-02-08,234.19,312.29,234.19
SKU00121,2024-02-09,234.19,268.12,234.19
SKU00121,2024-02-10,234.19,273.82,234.19
SKU00121,2024-02-11,234.19,282.07,234.19
SKU00121,2024-02-12,234.19,308.35,234.19
SKU00121,2024-02-13,234.19,301.92,234.19
SKU00121,2024-02-14,234.19,278.67,234.19
SKU00121,2024-02-15,234.19,321.87,234.19
SKU00121,2024-02-16,234.19,297.74,234.19
SKU00121,2024-02-17,234.19,326.06,234.19
SKU00121,2024-02-18,234.19,269.85,234.19
SKU00121,2024-02-19,234.19,294.17,234.19
SKU00121,2024-02-20,234.19,288.8,234.19
SKU00121,2024-02-21,234.19,284.42,234.19
SKU00121,2024-02-22,234.19,288.97,234.19
SKU00121,2024-02-23,234.19,296.55,234.19
SKU00121,2024-02-24,234.19,289.98,234.19
SKU00121,2024-02-25,234.19,294.79,234.19
SKU00121,2024-02-26,234.19,252.06,234.19
SKU00121,2024-02-27,234.19,312.22,234.19
SKU00121,2024-02-28,234.19,287.09,234.19
SKU00121,2024-02-29,234.19,295.67,234.19
SKU00121,2024-03-01,234.19,308.8,234.19
SKU00121,2024-03-02,234.19,299.64,234.19
SKU00121,2024-03-03,234.19,298.79,234.19
SKU00121,2024-03-04,234.19,275.66,234.19
SKU00121,2024-03-05,234.19,303.62,234.19
SKU00121,2024-03-06,234.19,293.81,234.19
SKU00121,2024-03-07,234.19,282.1,234.19
SKU00121,2024-03-08,234.19,277.63,234.19
SKU00121,2024-03-09,234.19,302.46,234.19
SKU00121,2024-03-10,234.19,277.74,234.19
SKU00121,2024-03-11,234.19,306.88,234.19
SKU00121,2024-03-12,234.19,297.0,234.19
SKU00121,2024-03-13,234.19,287.38,234.19
SKU00121,2024-03-14,234.19,305.63,234.19
SKU00121,2024-03-15,234.19,288.06,234.19
SKU00121,2024-03-16,234.19,303.17,234.19
SKU00121,2024-03-17,234.19,288.84,234.19
SKU00121,2024-03-18,234.19,275.27,234.19
SKU00121,2024-03-19,234.19,290.01,234.19
SKU00121,2024-03-20,234.19,295.58,234.19
SKU00121,2024-03-21,234.19,279.06,234.19
SKU00121,2024-03-22,234.19,322.61,234.19
SKU00121,2024-03-23,234.19,280.84,234.19
SKU00121,2024-03-24,234.19,309.45,234.19
SKU00121,2024-03-25,234.19,297.58,234.19
SKU00121,2024-03-26,234.19,279.79,234.19
SKU00121,2024-03-27,234.19,287.58,234.19
SKU00121,2024-03-28,234.19,290.84,234.19
SKU00121,2024-03-29,234.19,283.02,234.19
SKU00121,2024-03-30,234.19,291.17,234.19
SKU00121,2024-03-31,234.19,297.88,234.19
SKU00121,2024-04-01,234.19,306.5,234.19
SKU00121,2024-04-02,234.19,307.05,234.19
SKU00121,2024-04-03,234.19,302.48,234.19
SKU00121,2024-04-04,234.19,262.55,234.19
SKU00121,2024-04-05,234.19,307.0,234.19
SKU00121,2024-04-06,234.19,314.31,234.19
SKU00121,2024-04-07,234.19,310.41,234.19
SKU00121,2024-04-08,234.19,307.9,234.19
SKU00121,2024-04-09,234.19,289.59,234.19
SKU00121,2024-04-10,234.19,301.83,234.19
SKU00121,2024-04-11,234.19,284.43,234.19
SKU00121,2024-04-12,234.19,318.23,234.19
SKU00121,2024-04-13,234.19,285.77,234.19
SKU00121,2024-04-14,234.19,290.4,234.19
SKU00121,2024-04-15,234.19,295.73,234.19
SKU00121,2024-04-16,234.19,283.2,234.19
SKU00121,2024-04-17,234.19,319.65,234.19
SKU00121,2024-04-18,234.19,301.06,234.19
SKU00121,2024-04-19,234.19,288.33,234.19
SKU00121,2024-04-20,234.19,306.33,234.19
SKU00121,2024-04-21,234.19,261.11,234.19
SKU00121,2024-04-22,234.19,282.64,234.19
SKU00121,2024-04-23,234.19,301.23,234.19
SKU00121,2024-04-24,234.19,291.66,234.19
SKU00121,2024-04-25,234.19,326.11,234.19
SKU00121,2024-04-26,234.19,283.63,234.19
SKU00121,2024-04-27,234.19,296.38,234.19
SKU00121,2024-04-28,234.19,291.08,234.19
SKU00121,2024-04-29,234.19,319.05,234.19
SKU00121,2024-04-30,234.19,322.18,234.19
SKU00121,2024-05-01,234.19,318.97,234.19
SKU00121,2024-05-02,234.19,303.62,234.19
SKU00121,2024-05-03,234.19,287.33,234.19
SKU00121,2024-05-04,234.19,310.42,234.19
SKU00121,2024-05-05,234.19,309.32,234.19
SKU00121,2024-05-06,234.19,284.38,234.19
SKU00121,2024-05-07,234.19,280.22,234.19
SKU00121,2024-05-08,234.19,306.95,234.19
SKU00121,2024-05-09,234.19,276.82,234.19
SKU00121,2024-05-10,234.19,289.91,234.19
SKU00121,2024-05-11,234.19,278.41,234.19
SKU00121,2024-05-12,234.19,288.31,234.19
SKU00121,2024-05-13,234.19,315.82,234.19
SKU00121,2024-05-14,234.19,276.31,234.19
SKU00121,2024-05-15,234.19,293.27,234.19
SKU00121,2024-05-16,234.19,286.3,234.19
SKU00121,2024-05-17,234.19,279.64,234.19
SKU00121,2024-05-18,234.19,274.71,234.19
SKU00121,2024-05-19,234.19,292.62,234.19
SKU00121,2024-05-20,234.19,280.36,234.19
SKU00121,2024-05-21,234.19,291.87,234.19
SKU00121,2024-05-22,234.19,276.92,234.19
SKU00121,2024-05-23,234.19,270.63,234.19
SKU00121,2024-05-24,234.19,288.52,234.19
SKU00121,2024-05-25,234.19,300.79,234.19
SKU00121,2024-05-26,234.19,318.93,234.19
SKU00121,2024-05-27,234.19,280.3,234.19
SKU00121,2024-05-28,234.19,316.09,234.19
SKU00121,2024-05-29,234.19,301.97,234.19
SKU00121,2024-05-30,234.19,322.33,234.19
SKU00121,2024-05-31,234.19,267.58,234.19
SKU00121,2024-06-01,234.19,317.27,234.19
SKU00121,2024-06-02,234.19,289.04,234.19
SKU00121,2024-06-03,234.19,295.15,234.19
SKU00121,2024-06-04,234.19,306.23,234.19
SKU00121,2024-06-05,234.19,296.02,234.19
SKU00121,2024-06-06,234.19,299.92,234.19
SKU00121,2024-06-07,234.19,301.26,234.19
SKU00121,2024-06-08,234.19,290.37,234.19
SKU00121,2024-06-09,234.19,294.59,234.19
SKU00121,2024-06-10,234.19,292.93,234.19
SKU00121,2024-06-11,234.19,275.23,234.19
SKU00121,2024-06-12,234.19,286.12,234.19
SKU00121,2024-06-13,234.19,301.04,234.19
SKU00121,2024-06-14,234.19,291.76,234.19
SKU00121,2024-06-15,234.19,298.63,234.19
SKU00121,2024-06-16,234.19,316.92,234.19
SKU00121,2024-06-17,234.19,285.72,234.19
SKU00121,2024-06-18,234.19,283.67,234.19
SKU00121,2024-06-19,234.19,297.16,234.19
SKU00121,2024-06-20,234.19,282.84,234.19
SKU00121,2024-06-21,234.19,294.58,234.19
SKU00121,2024-06-22,234.19,307.1,234.19
SKU00121,2024-06-23,234.19,303.24,234.19
SKU00121,2024-06-24,234.19,287.61,234.19
SKU00121,2024-06-25,234.19,319.78,234.19
SKU00121,2024-06-26,234.19,289.27,234.19
SKU00121,2024-06-27,234.19,277.15,234.19
SKU00121,2024-06-28,234.19,284.05,234.19
SKU00121,2024-06-29,234.19,286.49,234.19
SKU00121,2024-06-30,234.19,283.25,234.19
SKU00121,2024-07-01,234.19,300.07,234.19
SKU00121,2024-07-02,234.19,288.69,234.19
SKU00121,2024-07-03,234.19,287.06,234.19
SKU00121,2024-07-04,234.19,301.39,234.19
SKU00121,2024-07-05,234.19,294.36,234.19
SKU00121,2024-07-06,234.19,301.92,234.19
SKU00121,2024-07-07,234.19,279.55,234.19
SKU00121,2024-07-08,234.19,260.94,234.19
SKU00121,2024-07-09,234.19,297.58,234.19
