sku_id,category,base_price,cost,base_margin_pct,seller_tier,is_luxury,initial_stock
SKU00115,Electronics,1934.5,1463.13,0.244,Small,False,126
SKU00116,Home & Living,486.71,276.61,0.432,Mid,False,276
SKU00117,Beauty,1153.16,819.87,0.289,Small,False,47
SKU00118,Apparel,1028.92,708.68,0.311,Small,True,331
SKU00119,Beauty,2000.66,1550.28,0.225,Top,False,313
SKU00120,Apparel,1457.66,907.74,0.377,Mid,False,221
SKU00121,Apparel,286.96,187.35,0.347,Mid,False,252
SKU00122,Apparel,1179.81,679.66,0.424,Small,False,283
SKU00123,Apparel,200.68,130.69,0.349,Small,False,462
SKU00124,Apparel,2348.94,1987.1,0.154,Small,False,169
SKU00125,Electronics,1695.8,1365.53,0.195,Top,False,369
SKU00126,Beauty,161.64,132.39,0.181,Top,False,59
SKU00127,Lifestyle,1892.67,1043.98,0.448,Small,False,113
SKU00128,Beauty,1123.18,843.05,0.249,Small,False,411
SKU00129,Apparel,708.48,595.41,0.16,Small,False,39
SKU00130,Electronics,2970.71,1736.23,0.416,Small,False,339
SKU00131,Beauty,1843.01,1190.94,0.354,Small,False,29
SKU00132,Apparel,1008.68,720.88,0.285,Mid,False,103
SKU00133,Electronics,4846.28,3531.44,0.271,Mid,False,438
SKU00134,Electronics,3707.87,3073.3,0.171,Small,False,255
SKU00135,Apparel,665.83,551.26,0.172,Small,True,368
SKU00136,Beauty,370.29,292.0,0.211,Mid,False,232
SKU00137,Beauty,1686.61,1387.0,0.178,Mid,False,421
SKU00138,Home & Living,355.97,242.68,0.318,Mid,False,198
SKU00139,Lifestyle,155.5,112.46,0.277,Mid,False,469
SKU00140,Apparel,3348.94,2752.63,0.178,Small,False,153
SKU00141,Electronics,4162.37,2497.5,0.4,Small,False,308
SKU00142,Apparel,2392.38,1957.37,0.182,Small,False,116
SKU00143,Lifestyle,672.01,410.84,0.389,Small,False,24
SKU00144,Home & Living,1363.8,890.05,0.347,Small,False,178
SKU00145,Apparel,6084.59,4263.39,0.299,Small,False,343
SKU00146,Lifestyle,473.83,362.96,0.234,Small,False,262
SKU00147,Apparel,1776.2,1417.48,0.202,Small,False,153
SKU00148,Apparel,3504.6,2413.27,0.311,Small,False,160
SKU00149,Beauty,806.49,619.25,0.232,Small,False,343
SKU00150,Lifestyle,703.36,391.71,0.443,Small,False,111
SKU00151,Apparel,605.36,366.79,0.394,Small,False,457
SKU00152,Apparel,672.8,489.38,0.273,Mid,False,156
SKU00153,Electronics,2925.32,1709.21,0.416,Mid,False,109
SKU00154,Home & Living,2872.18,1878.13,0.346,Mid,False,437
SKU00155,Home & Living,701.32,577.76,0.176,Mid,False,44
SKU00156,Apparel,1068.36,721.87,0.324,Small,False,82
SKU00157,Electronics,1167.86,822.82,0.295,Small,False,380
SKU00158,Beauty,592.1,399.3,0.326,Top,False,68
SKU00159,Electronics,996.46,675.64,0.322,Small,False,337
SKU00160,Electronics,550.78,334.44,0.393,Top,False,305
SKU00161,Home & Living,266.98,204.03,0.236,Small,False,495
SKU00162,Apparel,1751.99,1224.82,0.301,Small,False,283
SKU00163,Home & Living,887.01,559.9,0.369,Small,False,399
SKU00164,Home & Living,1525.33,1286.89,0.156,Small,False,410
SKU00165,Lifestyle,1781.29,990.24,0.444,Mid,False,258
SKU00166,Apparel,405.25,330.78,0.184,Small,False,310
SKU00167,Electronics,3532.18,2822.44,0.201,Mid,False,184
SKU00168,Beauty,1426.77,958.67,0.328,Mid,False,349
SKU00169,Beauty,1298.11,878.08,0.324,Small,False,423
SKU00170,Electronics,735.1,586.27,0.202,Mid,False,138
SKU00171,Electronics,718.06,513.85,0.284,Mid,False,447
SKU00172,Electronics,8141.57,6858.17,0.158,Small,False,100
SKU00173,Home & Living,2175.93,1718.89,0.21,Mid,False,134
SKU00174,Apparel,975.54,753.61,0.227,Small,False,220
SKU00175,Beauty,356.74,225.35,0.368,Top,False,360
SKU00176,Home & Living,1084.0,758.18,0.301,Top,False,184
SKU00177,Lifestyle,687.07,380.15,0.447,Mid,False,332
SKU00178,Electronics,3048.64,2346.4,0.23,Mid,False,256
SKU00179,Lifestyle,229.31,161.82,0.294,Top,False,329
SKU00180,Lifestyle,359.28,206.53,0.425,Small,False,301
SKU00181,Beauty,835.27,688.81,0.175,Small,False,329
SKU00182,Apparel,2627.61,1968.35,0.251,Small,False,308
SKU00183,Electronics,746.46,599.0,0.198,Small,False,384
SKU00184,Beauty,1123.2,827.8,0.263,Mid,False,315
SKU00185,Lifestyle,4855.06,3303.62,0.32,Mid,False,150
SKU00186,Beauty,962.89,530.27,0.449,Small,True,31
SKU00187,Apparel,348.03,248.0,0.287,Small,False,168
SKU00188,Lifestyle,834.44,640.21,0.233,Small,False,219
SKU00189,Electronics,589.73,499.09,0.154,Small,False,66
SKU00190,Beauty,954.73,693.59,0.274,Small,False,105
SKU00191,Home & Living,1429.48,1202.65,0.159,Small,False,101
SKU00192,Lifestyle,843.14,477.61,0.434,Mid,False,462
SKU00193,Home & Living,1079.93,668.48,0.381,Mid,False,117
SKU00194,Home & Living,690.86,489.87,0.291,Mid,False,490
SKU00195,Beauty,1391.05,1095.06,0.213,Mid,False,35
SKU00196,Apparel,213.58,173.64,0.187,Mid,False,53
SKU00197,Beauty,1068.04,888.31,0.168,Small,False,48
SKU00198,Lifestyle,2345.23,1572.66,0.329,Mid,False,204
SKU00199,Apparel,581.49,335.82,0.422,Mid,False,84
SKU00200,Electronics,592.24,345.36,0.417,Mid,False,177
SKU00201,Home & Living,1705.34,1079.79,0.367,Small,False,482
SKU00202,Apparel,3637.06,2419.73,0.335,Small,False,312
SKU00203,Lifestyle,875.83,712.69,0.186,Small,False,30
SKU00204,Home & Living,516.61,437.44,0.153,Small,False,279
SKU00205,Electronics,2284.87,1673.26,0.268,Small,False,349
SKU00206,Beauty,1482.84,986.43,0.335,Top,False,395
SKU00207,Apparel,3115.54,2364.09,0.241,Mid,False,288
SKU00208,Electronics,1266.87,900.86,0.289,Small,False,417
SKU00209,Home & Living,165.87,104.81,0.368,Mid,False,214
SKU00210,Home & Living,495.25,400.48,0.191,Small,False,59
SKU00211,Home & Living,484.41,303.14,0.374,Top,False,270
SKU00212,Lifestyle,2181.21,1524.15,0.301,Top,False,335
SKU00213,Beauty,2066.79,1490.97,0.279,Small,False,480
SKU00214,Electronics,2058.26,1674.58,0.186,Small,False,187
SKU00215,Electronics,1616.33,1050.94,0.35,Mid,False,200
SKU00216,Lifestyle,806.61,593.33,0.264,Small,False,26
SKU00217,Home & Living,967.25,787.07,0.186,Top,False,179
SKU00218,Electronics,3120.5,2412.31,0.227,Mid,False,375
SKU00219,Apparel,522.77,317.81,0.392,Top,False,252
SKU00220,Lifestyle,1993.34,1251.7,0.372,Small,False,363
SKU00221,Home & Living,731.43,406.33,0.444,Mid,False,338
SKU00222,Apparel,584.88,353.18,0.396,Small,False,423
SKU00223,Lifestyle,861.48,656.84,0.238,Top,False,413
SKU00224,Apparel,723.44,410.46,0.433,Top,False,289
SKU00225,Home & Living,1341.36,747.64,0.443,Top,False,153
SKU00226,Apparel,656.62,522.43,0.204,Mid,True,449
SKU00227,Apparel,1073.75,856.61,0.202,Mid,False,194
SKU00228,Lifestyle,2541.44,1896.81,0.254,Mid,False,356
SKU00229,Home & Living,228.23,147.49,0.354,Small,False,181
SKU00230,Electronics,1271.01,710.93,0.441,Small,False,31
SKU00231,Apparel,7481.53,4472.26,0.402,Mid,False,27
SKU00232,Lifestyle,265.77,213.53,0.197,Small,False,406
SKU00233,Lifestyle,1508.43,1267.46,0.16,Mid,False,34
SKU00234,Apparel,814.28,476.51,0.415,Mid,False,247
SKU00235,Apparel,631.84,471.01,0.255,Mid,False,91
SKU00236,Electronics,1379.38,947.04,0.313,Top,False,293
SKU00237,Lifestyle,1300.56,996.97,0.233,Small,False,236
SKU00238,Home & Living,943.81,739.9,0.216,Top,False,233
SKU00239,Lifestyle,772.07,536.36,0.305,Mid,False,180
SKU00240,Apparel,1038.82,574.4,0.447,Mid,False,308
SKU00241,Home & Living,330.12,278.37,0.157,Mid,False,141
SKU00242,Home & Living,412.36,251.56,0.39,Mid,False,324
SKU00243,Home & Living,3901.48,2863.23,0.266,Mid,False,223
SKU00244,Home & Living,3023.81,2310.87,0.236,Small,False,337
SKU00245,Lifestyle,5433.61,3889.92,0.284,Small,False,41
SKU00246,Apparel,848.57,630.55,0.257,Small,False,478
SKU00247,Lifestyle,3997.91,2773.68,0.306,Small,False,166
SKU00248,Home & Living,2363.32,1538.68,0.349,Mid,False,138
SKU00249,Apparel,1498.99,1046.27,0.302,Top,False,464
SKU00250,Beauty,202.32,113.14,0.441,Mid,False,369
SKU00251,Home & Living,2471.94,1825.85,0.261,Small,False,401
SKU00252,Home & Living,802.68,451.13,0.438,Small,False,115
SKU00253,Apparel,935.87,684.92,0.268,Small,False,314
SKU00254,Electronics,1483.81,1079.78,0.272,Small,False,287
SKU00255,Apparel,2710.31,1682.39,0.379,Small,False,497
SKU00256,Beauty,903.53,561.33,0.379,Small,False,344
SKU00257,Beauty,489.15,328.47,0.328,Small,False,103
SKU00258,Apparel,894.4,535.8,0.401,Mid,False,85
SKU00259,Home & Living,1013.6,739.54,0.27,Mid,False,426
SKU00260,Apparel,927.73,575.95,0.379,Top,False,477
SKU00261,Apparel,491.84,336.83,0.315,Small,False,332
SKU00262,Beauty,1403.98,842.79,0.4,Top,False,223
SKU00263,Apparel,1357.37,984.92,0.274,Small,False,464
SKU00264,Beauty,1410.63,1193.4,0.154,Mid,False,301
SKU00265,Beauty,900.57,747.62,0.17,Mid,False,225
SKU00266,Lifestyle,436.94,292.41,0.331,Mid,False,270
SKU00267,Beauty,1117.92,905.93,0.19,Mid,False,197
SKU00268,Electronics,2872.48,2038.52,0.29,Mid,False,145
SKU00269,Electronics,944.0,709.92,0.248,Small,False,148
SKU00270,Lifestyle,1674.33,999.32,0.403,Mid,False,105
SKU00271,Electronics,1842.04,1148.04,0.377,Small,False,322
SKU00272,Apparel,978.79,547.26,0.441,Small,False,308
SKU00273,Lifestyle,1956.87,1280.91,0.345,Mid,False,211
SKU00274,Beauty,4272.92,3602.72,0.157,Mid,False,92
SKU00275,Beauty,616.64,459.49,0.255,Small,False,38
SKU00276,Home & Living,770.0,599.59,0.221,Small,False,358
SKU00277,Home & Living,308.74,229.93,0.255,Mid,False,84
SKU00278,Apparel,487.08,325.78,0.331,Small,False,492
SKU00279,Apparel,178.89,99.18,0.446,Small,False,481
SKU00280,Lifestyle,4115.0,2835.43,0.311,Mid,False,301
SKU00281,Home & Living,1074.32,670.18,0.376,Mid,False,62
SKU00282,Lifestyle,388.63,308.53,0.206,Small,False,398
SKU00283,Apparel,805.35,659.59,0.181,Top,False,311
SKU00284,Home & Living,2744.11,1558.87,0.432,Small,False,489
SKU00285,Beauty,1366.59,966.08,0.293,Small,False,175
SKU00286,Apparel,411.47,264.74,0.357,Small,False,452
SKU00287,Home & Living,1075.89,631.51,0.413,Small,False,58
SKU00288,Apparel,2862.0,2182.89,0.237,Mid,False,317
SKU00289,Home & Living,517.84,411.54,0.205,Mid,False,192
SKU00290,Lifestyle,886.68,740.75,0.165,Small,False,137
SKU00291,Apparel,2886.99,2147.87,0.256,Mid,False,189
SKU00292,Home & Living,1401.59,919.48,0.344,Mid,False,312
SKU00293,Electronics,3480.95,2615.68,0.249,Small,False,422
SKU00294,Lifestyle,1442.0,988.53,0.314,Small,False,194
SKU00295,Electronics,1875.62,1332.83,0.289,Mid,False,312
SKU00296,Lifestyle,2397.96,1755.61,0.268,Small,False,157
SKU00297,Electronics,1291.07,765.0,0.407,Mid,False,282
SKU00298,Lifestyle,1139.81,765.15,0.329,Mid,False,186
SKU00299,Lifestyle,1366.11,889.57,0.349,Small,False,128
SKU00300,Beauty,2620.21,1508.45,0.424,Small,False,155
SKU00301,Apparel,2533.34,1729.57,0.317,Small,False,447
SKU00302,Electronics,578.06,411.58,0.288,Small,False,69
SKU00303,Lifestyle,821.02,498.44,0.393,Top,False,191
SKU00304,Lifestyle,292.17,209.58,0.283,Small,False,305
SKU00305,Electronics,1033.73,866.78,0.162,Small,False,322
SKU00306,Electronics,2275.73,1617.47,0.289,Top,False,140
SKU00307,Home & Living,984.11,654.19,0.335,Mid,False,134
SKU00308,Beauty,1359.19,1152.25,0.152,Small,False,140
SKU00309,Lifestyle,827.57,650.78,0.214,Small,False,291
SKU00310,Apparel,728.25,435.34,0.402,Top,False,170
SKU00311,Electronics,1138.51,946.2,0.169,Small,False,350
SKU00312,Home & Living,826.05,523.64,0.366,Small,False,485
SKU00313,Apparel,995.16,843.54,0.152,Small,False,258
SKU00314,Apparel,1955.79,1392.37,0.288,Small,False,177
SKU00315,Lifestyle,748.93,595.86,0.204,Mid,False,182
SKU00316,Beauty,697.62,529.13,0.242,Mid,False,275
SKU00317,Home & Living,561.16,361.45,0.356,Small,False,340
SKU00318,Lifestyle,8193.74,6386.55,0.221,Mid,False,406
SKU00319,Home & Living,1504.14,882.22,0.413,Mid,False,471
SKU00320,Beauty,2221.65,1863.82,0.161,Small,False,115
SKU00321,Apparel,1787.13,983.1,0.45,Top,False,170
SKU00322,Beauty,692.69,393.73,0.432,Small,False,149
SKU00323,Apparel,1676.54,1071.66,0.361,Mid,False,168
SKU00324,Beauty,3002.51,1924.56,0.359,Mid,False,271
SKU00325,Lifestyle,360.78,223.61,0.38,Mid,False,240
SKU00326,Lifestyle,1650.14,1168.48,0.292,Mid,False,82
SKU00327,Lifestyle,3941.74,2586.85,0.344,Small,False,489
SKU00328,Home & Living,428.48,329.97,0.23,Small,False,202
SKU00329,Apparel,731.07,459.07,0.372,Small,False,442
SKU00330,Lifestyle,987.92,639.23,0.353,Small,False,232
SKU00331,Beauty,329.44,245.05,0.256,Mid,False,136
SKU00332,Apparel,543.46,323.37,0.405,Mid,False,251
SKU00333,Home & Living,2246.84,1500.26,0.332,Small,False,132
SKU00334,Home & Living,1292.84,1016.26,0.214,Mid,False,148
SKU00335,Home & Living,853.64,707.75,0.171,Mid,False,251
SKU00336,Apparel,738.0,546.98,0.259,Small,False,219
SKU00337,Electronics,1811.43,1475.84,0.185,Mid,False,447
SKU00338,Apparel,2183.48,1646.49,0.246,Top,False,62
SKU00339,Lifestyle,906.28,508.13,0.439,Small,False,251
SKU00340,Apparel,1078.25,688.96,0.361,Mid,False,410
SKU00341,Lifestyle,422.6,302.11,0.285,Small,False,27
SKU00342,Electronics,482.03,268.15,0.444,Top,False,239
SKU00343,Home & Living,578.76,487.78,0.157,Small,False,470
SKU00344,Beauty,1764.08,1295.72,0.265,Small,False,397
SKU00345,Apparel,781.27,459.05,0.412,Mid,False,288
SKU00346,Apparel,1732.49,1341.68,0.226,Small,False,30
SKU00347,Beauty,1201.97,695.34,0.421,Mid,False,492
SKU00348,Beauty,483.53,305.66,0.368,Small,False,454
SKU00349,Home & Living,342.17,271.95,0.205,Small,False,287
SKU00350,Home & Living,2075.91,1298.84,0.374,Small,False,168
SKU00351,Home & Living,1347.16,813.92,0.396,Top,False,275
SKU00352,Apparel,3594.12,3038.47,0.155,Small,True,485
SKU00353,Beauty,617.74,518.62,0.16,Mid,False,63
SKU00354,Lifestyle,1244.45,886.88,0.287,Small,False,203
SKU00355,Lifestyle,1138.98,926.15,0.187,Mid,False,155
SKU00356,Apparel,504.07,278.65,0.447,Mid,False,468
SKU00357,Electronics,2433.09,1818.17,0.253,Mid,False,424
SKU00358,Lifestyle,853.9,627.44,0.265,Mid,False,444
SKU00359,Apparel,3710.45,2984.74,0.196,Small,False,481
SKU00360,Electronics,16333.47,13678.01,0.163,Mid,False,94
SKU00361,Lifestyle,918.65,643.62,0.299,Mid,False,130
SKU00362,Apparel,2658.06,2037.73,0.233,Small,False,312
SKU00363,Lifestyle,716.8,480.76,0.329,Small,False,240
SKU00364,Lifestyle,388.83,221.42,0.431,Small,False,74
SKU00365,Lifestyle,984.15,718.24,0.27,Small,False,207
SKU00366,Home & Living,586.71,410.39,0.301,Top,False,425
SKU00367,Lifestyle,1556.78,1099.23,0.294,Mid,False,369
SKU00368,Electronics,1347.35,916.48,0.32,Top,False,135
SKU00369,Beauty,1639.08,1262.23,0.23,Mid,False,217
SKU00370,Lifestyle,1748.22,1373.57,0.214,Mid,False,217
SKU00371,Home & Living,1974.03,1648.5,0.165,Mid,False,80
SKU00372,Home & Living,2014.91,1208.12,0.4,Small,False,369
SKU00373,Home & Living,1119.31,715.93,0.36,Small,False,445
SKU00374,Home & Living,242.99,150.09,0.382,Mid,False,339
SKU00375,Beauty,857.54,595.9,0.305,Mid,False,250
SKU00376,Home & Living,3041.65,2502.72,0.177,Small,False,119
SKU00377,Lifestyle,1328.2,784.44,0.409,Small,False,171
SKU00378,Apparel,415.49,230.19,0.446,Mid,True,361
SKU00379,Electronics,2656.91,1660.21,0.375,Mid,False,201
SKU00380,Apparel,837.87,673.18,0.197,Mid,False,247
SKU00381,Beauty,1084.71,730.37,0.327,Mid,False,485
SKU00382,Lifestyle,404.61,289.09,0.286,Mid,False,451
SKU00383,Home & Living,916.09,575.35,0.372,Small,False,333
SKU00384,Home & Living,616.8,366.06,0.407,Small,False,440
SKU00385,Apparel,1452.29,1063.89,0.267,Mid,False,197
SKU00386,Lifestyle,971.89,656.41,0.325,Top,False,105
SKU00387,Apparel,443.68,358.51,0.192,Small,False,105
SKU00388,Apparel,1050.58,770.99,0.266,Mid,False,349
SKU00389,Beauty,698.58,470.51,0.326,Small,False,363
SKU00390,Lifestyle,4992.85,2913.73,0.416,Mid,False,118
SKU00391,Beauty,604.84,379.59,0.372,Mid,False,385
SKU00392,Lifestyle,1619.28,899.32,0.445,Mid,False,98
SKU00393,Home & Living,749.48,513.67,0.315,Small,False,45
SKU00394,Apparel,1505.51,1077.57,0.284,Top,False,63
SKU00395,Apparel,458.98,342.87,0.253,Small,False,422
SKU00396,Apparel,995.69,606.06,0.391,Mid,False,495
SKU00397,Lifestyle,470.15,349.23,0.257,Mid,False,257
SKU00398,Apparel,406.93,243.09,0.403,Small,False,282
SKU00399,Lifestyle,1879.71,1129.06,0.399,Small,False,239
SKU00400,Electronics,1609.01,973.88,0.395,Small,False,399
SKU00401,Home & Living,2231.78,1875.42,0.16,Small,False,156
SKU00402,Home & Living,605.12,424.53,0.298,Small,False,82
SKU00403,Apparel,1341.81,868.02,0.353,Small,False,78
SKU00404,Beauty,610.81,338.26,0.446,Small,False,300
SKU00405,Home & Living,657.57,553.7,0.158,Mid,False,284
SKU00406,Home & Living,365.76,260.51,0.288,Small,False,447
SKU00407,Home & Living,1247.78,803.84,0.356,Mid,False,489
SKU00408,Home & Living,1796.27,1168.59,0.349,Mid,False,296
SKU00409,Beauty,1215.2,821.52,0.324,Small,False,357
SKU00410,Lifestyle,692.62,516.24,0.255,Small,False,169
SKU00411,Lifestyle,1409.82,882.82,0.374,Top,False,400
SKU00412,Lifestyle,1357.92,879.3,0.352,Small,False,175
SKU00413,Lifestyle,1455.93,1233.93,0.152,Top,False,147
SKU00414,Lifestyle,446.98,338.92,0.242,Small,False,313
SKU00415,Apparel,3210.3,2635.92,0.179,Mid,False,271
SKU00416,Lifestyle,661.97,415.77,0.372,Small,False,270
SKU00417,Beauty,738.26,490.09,0.336,Mid,False,209
SKU00418,Apparel,402.15,339.03,0.157,Mid,False,300
SKU00419,Apparel,1364.24,1148.46,0.158,Small,False,303
SKU00420,Beauty,572.85,480.53,0.161,Small,False,394
SKU00421,Apparel,537.31,330.73,0.384,Mid,False,484
SKU00422,Electronics,10656.55,5900.76,0.446,Mid,False,108
SKU00423,Home & Living,1689.59,961.96,0.431,Small,False,21
SKU00424,Lifestyle,3394.58,2471.14,0.272,Small,False,146
SKU00425,Lifestyle,2693.67,1712.06,0.364,Mid,False,286
SKU00426,Home & Living,1096.11,884.24,0.193,Small,False,344
SKU00427,Electronics,1901.36,1466.46,0.229,Small,False,412
SKU00428,Lifestyle,296.05,236.48,0.201,Small,False,84
SKU00429,Beauty,660.78,543.96,0.177,Mid,False,166
SKU00430,Home & Living,1212.69,828.28,0.317,Small,False,326
SKU00431,Apparel,1590.31,1197.39,0.247,Mid,False,95
SKU00432,Apparel,2610.98,1946.92,0.254,Small,False,458
SKU00433,Home & Living,607.21,496.36,0.183,Top,False,80
SKU00434,Apparel,289.67,163.29,0.436,Mid,False,468
SKU00435,Apparel,6278.65,4338.06,0.309,Mid,False,196
SKU00436,Apparel,666.78,367.83,0.448,Top,False,62
