sku_id,category,base_price,cost,base_margin_pct,seller_tier,is_luxury,initial_stock,baseline_price,baseline_discount
SKU00154,Home & Living,2872.18,1878.13,0.346,Mid,False,437,2347.66,0.183
SKU00155,Home & Living,701.32,577.76,0.176,Mid,False,44,722.2,-0.03
SKU00156,Apparel,1068.36,721.87,0.324,Small,False,82,902.34,0.155
SKU00157,Electronics,1167.86,822.82,0.295,Small,False,380,1028.53,0.119
SKU00158,Beauty,592.1,399.3,0.326,Top,False,68,499.12,0.157
SKU00159,Electronics,996.46,675.64,0.322,Small,False,337,844.55,0.152
SKU00160,Electronics,550.78,334.44,0.393,Top,False,305,418.05,0.241
SKU00161,Home & Living,266.98,204.03,0.236,Small,False,495,255.04,0.045
SKU00162,Apparel,1751.99,1224.82,0.301,Small,False,283,1531.02,0.126
SKU00163,Home & Living,887.01,559.9,0.369,Small,False,399,699.87,0.211
SKU00164,Home & Living,1525.33,1286.89,0.156,Small,False,410,1608.61,-0.055
SKU00165,Lifestyle,1781.29,990.24,0.444,Mid,False,258,1335.97,0.25
SKU00166,Apparel,405.25,330.78,0.184,Small,False,310,413.47,-0.02
SKU00167,Electronics,3532.18,2822.44,0.201,Mid,False,184,3528.05,0.001
SKU00168,Beauty,1426.77,958.67,0.328,Mid,False,349,1198.34,0.16
SKU00169,Beauty,1298.11,878.08,0.324,Small,False,423,1097.6,0.154
SKU00170,Electronics,735.1,586.27,0.202,Mid,False,138,732.84,0.003
SKU00171,Electronics,718.06,513.85,0.284,Mid,False,447,642.31,0.105
SKU00172,Electronics,8141.57,6858.17,0.158,Small,False,100,8572.71,-0.053
SKU00173,Home & Living,2175.93,1718.89,0.21,Mid,False,134,2148.61,0.013
SKU00174,Apparel,975.54,753.61,0.227,Small,False,220,942.01,0.034
SKU00175,Beauty,356.74,225.35,0.368,Top,False,360,281.69,0.21
SKU00176,Home & Living,1084.0,758.18,0.301,Top,False,184,947.72,0.126
SKU00177,Lifestyle,687.07,380.15,0.447,Mid,False,332,515.3,0.25
SKU00178,Electronics,3048.64,2346.4,0.23,Mid,False,256,2933.0,0.038
SKU00179,Lifestyle,229.31,161.82,0.294,Top,False,329,202.27,0.118
SKU00180,Lifestyle,359.28,206.53,0.425,Small,False,301,269.46,0.25
SKU00181,Beauty,835.27,688.81,0.175,Small,False,329,861.01,-0.031
SKU00182,Apparel,2627.61,1968.35,0.251,Small,False,308,2460.44,0.064
SKU00183,Electronics,746.46,599.0,0.198,Small,False,384,748.75,-0.003
SKU00184,Beauty,1123.2,827.8,0.263,Mid,False,315,1034.75,0.079
SKU00185,Lifestyle,4855.06,3303.62,0.32,Mid,False,150,4129.52,0.149
SKU00186,Beauty,962.89,530.27,0.449,Small,True,31,662.84,0.312
SKU00187,Apparel,348.03,248.0,0.287,Small,False,168,310.0,0.109
SKU00188,Lifestyle,834.44,640.21,0.233,Small,False,219,800.26,0.041
SKU00189,Electronics,589.73,499.09,0.154,Small,False,66,623.86,-0.058
SKU00190,Beauty,954.73,693.59,0.274,Small,False,105,866.99,0.092
SKU00191,Home & Living,1429.48,1202.65,0.159,Small,False,101,1503.31,-0.052
SKU00192,Lifestyle,843.14,477.61,0.434,Mid,False,462,632.36,0.25
SKU00193,Home & Living,1079.93,668.48,0.381,Mid,False,117,835.6,0.226
SKU00194,Home & Living,690.86,489.87,0.291,Mid,False,490,612.34,0.114
SKU00195,Beauty,1391.05,1095.06,0.213,Mid,False,35,1368.82,0.016
SKU00196,Apparel,213.58,173.64,0.187,Mid,False,53,217.05,-0.016
SKU00197,Beauty,1068.04,888.31,0.168,Small,False,48,1110.39,-0.04
SKU00198,Lifestyle,2345.23,1572.66,0.329,Mid,False,204,1965.83,0.162
SKU00199,Apparel,581.49,335.82,0.422,Mid,False,84,419.77,0.278
SKU00200,Electronics,592.24,345.36,0.417,Mid,False,177,444.18,0.25
SKU00201,Home & Living,1705.34,1079.79,0.367,Small,False,482,1349.74,0.209
SKU00202,Apparel,3637.06,2419.73,0.335,Small,False,312,3024.66,0.168
SKU00203,Lifestyle,875.83,712.69,0.186,Small,False,30,890.86,-0.017
SKU00204,Home & Living,516.61,437.44,0.153,Small,False,279,546.8,-0.058
SKU00205,Electronics,2284.87,1673.26,0.268,Small,False,349,2091.57,0.085
SKU00206,Beauty,1482.84,986.43,0.335,Top,False,395,1233.04,0.168
SKU00207,Apparel,3115.54,2364.09,0.241,Mid,False,288,2955.11,0.051
SKU00208,Electronics,1266.87,900.86,0.289,Small,False,417,1126.08,0.111
SKU00209,Home & Living,165.87,104.81,0.368,Mid,False,214,131.01,0.21
SKU00210,Home & Living,495.25,400.48,0.191,Small,False,59,500.6,-0.011
SKU00211,Home & Living,484.41,303.14,0.374,Top,False,270,378.92,0.218
SKU00212,Lifestyle,2181.21,1524.15,0.301,Top,False,335,1905.19,0.127
SKU00213,Beauty,2066.79,1490.97,0.279,Small,False,480,1863.71,0.098
SKU00214,Electronics,2058.26,1674.58,0.186,Small,False,187,2093.22,-0.017
SKU00215,Electronics,1616.33,1050.94,0.35,Mid,False,200,1313.67,0.187
SKU00216,Lifestyle,806.61,593.33,0.264,Small,False,26,741.66,0.081
SKU00217,Home & Living,967.25,787.07,0.186,Top,False,179,983.84,-0.017
SKU00218,Electronics,3120.5,2412.31,0.227,Mid,False,375,3015.39,0.034
SKU00219,Apparel,522.77,317.81,0.392,Top,False,252,397.26,0.24
SKU00220,Lifestyle,1993.34,1251.7,0.372,Small,False,363,1564.62,0.215
SKU00221,Home & Living,731.43,406.33,0.444,Mid,False,338,548.57,0.25
SKU00222,Apparel,584.88,353.18,0.396,Small,False,423,441.47,0.245
SKU00223,Lifestyle,861.48,656.84,0.238,Top,False,413,821.05,0.047
SKU00224,Apparel,723.44,410.46,0.433,Top,False,289,513.07,0.291
SKU00225,Home & Living,1341.36,747.64,0.443,Top,False,153,1006.02,0.25
SKU00226,Apparel,656.62,522.43,0.204,Mid,True,449,653.04,0.005
SKU00227,Apparel,1073.75,856.61,0.202,Mid,False,194,1070.76,0.003
SKU00228,Lifestyle,2541.44,1896.81,0.254,Mid,False,356,2371.01,0.067
SKU00229,Home & Living,228.23,147.49,0.354,Small,False,181,184.36,0.192
SKU00230,Electronics,1271.01,710.93,0.441,Small,False,31,953.26,0.25
SKU00231,Apparel,7481.53,4472.26,0.402,Mid,False,27,5590.32,0.253
SKU00232,Lifestyle,265.77,213.53,0.197,Small,False,406,266.91,-0.004
SKU00233,Lifestyle,1508.43,1267.46,0.16,Mid,False,34,1584.33,-0.05
SKU00234,Apparel,814.28,476.51,0.415,Mid,False,247,595.64,0.269
SKU00235,Apparel,631.84,471.01,0.255,Mid,False,91,588.76,0.068
SKU00236,Electronics,1379.38,947.04,0.313,Top,False,293,1183.8,0.142
SKU00237,Lifestyle,1300.56,996.97,0.233,Small,False,236,1246.21,0.042
SKU00238,Home & Living,943.81,739.9,0.216,Top,False,233,924.87,0.02
SKU00239,Lifestyle,772.07,536.36,0.305,Mid,False,180,670.45,0.132
SKU00240,Apparel,1038.82,574.4,0.447,Mid,False,308,727.17,0.3
SKU00241,Home & Living,330.12,278.37,0.157,Mid,False,141,347.96,-0.054
SKU00242,Home & Living,412.36,251.56,0.39,Mid,False,324,314.45,0.237
SKU00243,Home & Living,3901.48,2863.23,0.266,Mid,False,223,3579.04,0.083
SKU00244,Home & Living,3023.81,2310.87,0.236,Small,False,337,2888.59,0.045
SKU00245,Lifestyle,5433.61,3889.92,0.284,Small,False,41,4862.4,0.105
SKU00246,Apparel,848.57,630.55,0.257,Small,False,478,788.19,0.071
SKU00247,Lifestyle,3997.91,2773.68,0.306,Small,False,166,3467.1,0.133
SKU00248,Home & Living,2363.32,1538.68,0.349,Mid,False,138,1923.35,0.186
SKU00249,Apparel,1498.99,1046.27,0.302,Top,False,464,1307.84,0.128
SKU00250,Beauty,202.32,113.14,0.441,Mid,False,369,141.42,0.301
SKU00251,Home & Living,2471.94,1825.85,0.261,Small,False,401,2282.31,0.077
SKU00252,Home & Living,802.68,451.13,0.438,Small,False,115,602.01,0.25
SKU00253,Apparel,935.87,684.92,0.268,Small,False,314,856.15,0.085
SKU00254,Electronics,1483.81,1079.78,0.272,Small,False,287,1349.72,0.09
SKU00255,Apparel,2710.31,1682.39,0.379,Small,False,497,2102.99,0.224
SKU00256,Beauty,903.53,561.33,0.379,Small,False,344,701.66,0.223
SKU00257,Beauty,489.15,328.47,0.328,Small,False,103,410.59,0.161
SKU00258,Apparel,894.4,535.8,0.401,Mid,False,85,669.75,0.251
SKU00259,Home & Living,1013.6,739.54,0.27,Mid,False,426,924.42,0.088
SKU00260,Apparel,927.73,575.95,0.379,Top,False,477,719.94,0.224
SKU00261,Apparel,491.84,336.83,0.315,Small,False,332,421.04,0.144
SKU00262,Beauty,1403.98,842.79,0.4,Top,False,223,1053.49,0.25
SKU00263,Apparel,1357.37,984.92,0.274,Small,False,464,1231.15,0.093
SKU00264,Beauty,1410.63,1193.4,0.154,Mid,False,301,1491.75,-0.058
SKU00265,Beauty,900.57,747.62,0.17,Mid,False,225,934.52,-0.038
SKU00266,Lifestyle,436.94,292.41,0.331,Mid,False,270,365.51,0.163
SKU00267,Beauty,1117.92,905.93,0.19,Mid,False,197,1132.41,-0.013
SKU00268,Electronics,2872.48,2038.52,0.29,Mid,False,145,2548.15,0.113
SKU00269,Electronics,944.0,709.92,0.248,Small,False,148,887.4,0.06
SKU00270,Lifestyle,1674.33,999.32,0.403,Mid,False,105,1255.75,0.25
SKU00271,Electronics,1842.04,1148.04,0.377,Small,False,322,1435.05,0.221
SKU00272,Apparel,978.79,547.26,0.441,Small,False,308,685.15,0.3
SKU00273,Lifestyle,1956.87,1280.91,0.345,Mid,False,211,1601.14,0.182
SKU00274,Beauty,4272.92,3602.72,0.157,Mid,False,92,4503.4,-0.054
SKU00275,Beauty,616.64,459.49,0.255,Small,False,38,574.36,0.069
SKU00276,Home & Living,770.0,599.59,0.221,Small,False,358,749.49,0.027
SKU00277,Home & Living,308.74,229.93,0.255,Mid,False,84,287.41,0.069
SKU00278,Apparel,487.08,325.78,0.331,Small,False,492,407.22,0.164
SKU00279,Apparel,178.89,99.18,0.446,Small,False,481,125.22,0.3
SKU00280,Lifestyle,4115.0,2835.43,0.311,Mid,False,301,3544.29,0.139
SKU00281,Home & Living,1074.32,670.18,0.376,Mid,False,62,837.72,0.22
SKU00282,Lifestyle,388.63,308.53,0.206,Small,False,398,385.66,0.008
SKU00283,Apparel,805.35,659.59,0.181,Top,False,311,824.49,-0.024
SKU00284,Home & Living,2744.11,1558.87,0.432,Small,False,489,2058.08,0.25
SKU00285,Beauty,1366.59,966.08,0.293,Small,False,175,1207.6,0.116
SKU00286,Apparel,411.47,264.74,0.357,Small,False,452,330.93,0.196
SKU00287,Home & Living,1075.89,631.51,0.413,Small,False,58,806.92,0.25
SKU00288,Apparel,2862.0,2182.89,0.237,Mid,False,317,2728.61,0.047
SKU00289,Home & Living,517.84,411.54,0.205,Mid,False,192,514.42,0.007
SKU00290,Lifestyle,886.68,740.75,0.165,Small,False,137,925.94,-0.044
SKU00291,Apparel,2886.99,2147.87,0.256,Mid,False,189,2684.84,0.07
SKU00292,Home & Living,1401.59,919.48,0.344,Mid,False,312,1149.35,0.18
SKU00293,Electronics,3480.95,2615.68,0.249,Small,False,422,3269.6,0.061
SKU00294,Lifestyle,1442.0,988.53,0.314,Small,False,194,1235.66,0.143
SKU00295,Electronics,1875.62,1332.83,0.289,Mid,False,312,1666.04,0.112
SKU00296,Lifestyle,2397.96,1755.61,0.268,Small,False,157,2194.51,0.085
SKU00297,Electronics,1291.07,765.0,0.407,Mid,False,282,968.3,0.25
SKU00298,Lifestyle,1139.81,765.15,0.329,Mid,False,186,956.44,0.161
SKU00299,Lifestyle,1366.11,889.57,0.349,Small,False,128,1111.96,0.186
SKU00300,Beauty,2620.21,1508.45,0.424,Small,False,155,1885.56,0.28
SKU00301,Apparel,2533.34,1729.57,0.317,Small,False,447,2161.96,0.147
SKU00302,Electronics,578.06,411.58,0.288,Small,False,69,514.47,0.11
SKU00303,Lifestyle,821.02,498.44,0.393,Top,False,191,623.05,0.241
SKU00304,Lifestyle,292.17,209.58,0.283,Small,False,305,261.98,0.103
SKU00305,Electronics,1033.73,866.78,0.162,Small,False,322,1083.47,-0.048
SKU00306,Electronics,2275.73,1617.47,0.289,Top,False,140,2021.84,0.112
SKU00307,Home & Living,984.11,654.19,0.335,Mid,False,134,817.74,0.169
SKU00308,Beauty,1359.19,1152.25,0.152,Small,False,140,1440.31,-0.06
SKU00309,Lifestyle,827.57,650.78,0.214,Small,False,291,813.47,0.017
SKU00310,Apparel,728.25,435.34,0.402,Top,False,170,544.17,0.253
SKU00311,Electronics,1138.51,946.2,0.169,Small,False,350,1182.75,-0.039
SKU00312,Home & Living,826.05,523.64,0.366,Small,False,485,654.55,0.208
SKU00313,Apparel,995.16,843.54,0.152,Small,False,258,1054.42,-0.06
SKU00314,Apparel,1955.79,1392.37,0.288,Small,False,177,1740.46,0.11
SKU00315,Lifestyle,748.93,595.86,0.204,Mid,False,182,744.82,0.005
SKU00316,Beauty,697.62,529.13,0.242,Mid,False,275,661.41,0.052
SKU00317,Home & Living,561.16,361.45,0.356,Small,False,340,451.81,0.195
SKU00318,Lifestyle,8193.74,6386.55,0.221,Mid,False,406,7983.19,0.026
SKU00319,Home & Living,1504.14,882.22,0.413,Mid,False,471,1128.11,0.25
SKU00320,Beauty,2221.65,1863.82,0.161,Small,False,115,2329.77,-0.049
SKU00321,Apparel,1787.13,983.1,0.45,Top,False,170,1250.99,0.3
SKU00322,Beauty,692.69,393.73,0.432,Small,False,149,492.16,0.289
SKU00323,Apparel,1676.54,1071.66,0.361,Mid,False,168,1339.58,0.201
SKU00324,Beauty,3002.51,1924.56,0.359,Mid,False,271,2405.7,0.199
SKU00325,Lifestyle,360.78,223.61,0.38,Mid,False,240,279.51,0.225
SKU00326,Lifestyle,1650.14,1168.48,0.292,Mid,False,82,1460.6,0.115
SKU00327,Lifestyle,3941.74,2586.85,0.344,Small,False,489,3233.56,0.18
SKU00328,Home & Living,428.48,329.97,0.23,Small,False,202,412.46,0.037
SKU00329,Apparel,731.07,459.07,0.372,Small,False,442,573.84,0.215
SKU00330,Lifestyle,987.92,639.23,0.353,Small,False,232,799.04,0.191
SKU00331,Beauty,329.44,245.05,0.256,Mid,False,136,306.31,0.07
SKU00332,Apparel,543.46,323.37,0.405,Mid,False,251,404.21,0.256
SKU00333,Home & Living,2246.84,1500.26,0.332,Small,False,132,1875.32,0.165
SKU00334,Home & Living,1292.84,1016.26,0.214,Mid,False,148,1270.32,0.017
SKU00335,Home & Living,853.64,707.75,0.171,Mid,False,251,884.69,-0.036
SKU00336,Apparel,738.0,546.98,0.259,Small,False,219,683.73,0.074
SKU00337,Electronics,1811.43,1475.84,0.185,Mid,False,447,1844.8,-0.018
SKU00338,Apparel,2183.48,1646.49,0.246,Top,False,62,2058.11,0.057
SKU00339,Lifestyle,906.28,508.13,0.439,Small,False,251,679.71,0.25
SKU00340,Apparel,1078.25,688.96,0.361,Mid,False,410,861.2,0.201
SKU00341,Lifestyle,422.6,302.11,0.285,Small,False,27,377.64,0.106
SKU00342,Electronics,482.03,268.15,0.444,Top,False,239,361.52,0.25
SKU00343,Home & Living,578.76,487.78,0.157,Small,False,470,609.72,-0.054
