sku_id,date,competitor_price,our_new_price,discount
SKU00057,2024-10-01,573.35,399.64,0.2627
SKU00057,2024-10-02,524.11,399.64,0.2627
SKU00057,2024-10-03,534.24,399.64,0.2627
SKU00057,2024-10-04,566.13,399.64,0.2627
SKU00057,2024-10-05,502.04,399.64,0.2627
SKU00057,2024-10-06,583.82,399.64,0.2627
SKU00057,2024-10-07,590.19,399.64,0.2627
SKU00057,2024-10-08,525.69,399.64,0.2627
SKU00057,2024-10-09,531.51,399.64,0.2627
SKU00057,2024-10-10,563.68,399.64,0.2627
SKU00057,2024-10-11,513.2,399.64,0.2627
SKU00057,2024-10-12,580.23,399.64,0.2627
SKU00057,2024-10-13,520.82,399.64,0.2627
SKU00057,2024-10-14,588.43,399.64,0.2627
SKU00057,2024-10-15,523.27,399.64,0.2627
SKU00057,2024-10-16,537.53,399.64,0.2627
SKU00057,2024-10-17,518.12,399.64,0.2627
SKU00057,2024-10-18,557.36,399.64,0.2627
SKU00057,2024-10-19,548.95,399.64,0.2627
SKU00057,2024-10-20,532.4,399.64,0.2627
SKU00057,2024-10-21,489.91,399.64,0.2627
SKU00057,2024-10-22,545.5,399.64,0.2627
SKU00057,2024-10-23,513.7,399.64,0.2627
SKU00057,2024-10-24,526.23,399.64,0.2627
SKU00057,2024-10-25,559.26,399.64,0.2627
SKU00057,2024-10-26,561.15,399.64,0.2627
SKU00057,2024-10-27,574.48,399.64,0.2627
SKU00057,2024-10-28,570.01,399.64,0.2627
SKU00057,2024-10-29,547.51,399.64,0.2627
SKU00057,2024-10-30,558.61,399.64,0.2627
SKU00057,2024-10-31,516.37,399.64,0.2627
SKU00057,2024-11-01,575.66,399.64,0.2627
SKU00057,2024-11-02,551.47,399.64,0.2627
SKU00057,2024-11-03,577.1,399.64,0.2627
SKU00057,2024-11-04,478.13,399.64,0.2627
SKU00057,2024-11-05,583.07,399.64,0.2627
SKU00057,2024-11-06,588.87,399.64,0.2627
SKU00057,2024-11-07,582.57,399.64,0.2627
SKU00057,2024-11-08,576.93,399.64,0.2627
SKU00057,2024-11-09,583.29,399.64,0.2627
SKU00057,2024-11-10,540.88,399.64,0.2627
SKU00057,2024-11-11,557.24,399.64,0.2627
SKU00057,2024-11-12,544.58,399.64,0.2627
SKU00057,2024-11-13,562.69,399.64,0.2627
SKU00057,2024-11-14,568.26,399.64,0.2627
SKU00057,2024-11-15,562.78,399.64,0.2627
SKU00057,2024-11-16,545.65,399.64,0.2627
SKU00057,2024-11-17,547.54,399.64,0.2627
SKU00057,2024-11-18,522.16,399.64,0.2627
SKU00057,2024-11-19,533.8,399.64,0.2627
SKU00057,2024-11-20,594.81,399.64,0.2627
SKU00057,2024-11-21,573.16,399.64,0.2627
SKU00057,2024-11-22,549.88,399.64,0.2627
SKU00057,2024-11-23,524.8,399.64,0.2627
SKU00057,2024-11-24,622.81,399.64,0.2627
SKU00057,2024-11-25,528.7,399.64,0.2627
SKU00057,2024-11-26,524.23,399.64,0.2627
SKU00057,2024-11-27,536.66,399.64,0.2627
SKU00057,2024-11-28,566.57,399.64,0.2627
SKU00057,2024-11-29,469.05,399.64,0.2627
SKU00057,2024-11-30,559.07,399.64,0.2627
SKU00057,2024-12-01,502.43,399.64,0.2627
SKU00057,2024-12-02,564.31,399.64,0.2627
SKU00057,2024-12-03,573.04,399.64,0.2627
SKU00057,2024-12-04,533.38,399.64,0.2627
SKU00057,2024-12-05,563.66,399.64,0.2627
SKU00057,2024-12-06,551.45,399.64,0.2627
SKU00057,2024-12-07,550.47,399.64,0.2627
SKU00057,2024-12-08,542.73,399.64,0.2627
SKU00057,2024-12-09,535.86,399.64,0.2627
SKU00057,2024-12-10,548.6,399.64,0.2627
SKU00057,2024-12-11,528.2,399.64,0.2627
SKU00057,2024-12-12,557.74,399.64,0.2627
SKU00057,2024-12-13,533.34,399.64,0.2627
SKU00057,2024-12-14,523.64,399.64,0.2627
SKU00057,2024-12-15,534.52,399.64,0.2627
SKU00057,2024-12-16,527.65,399.64,0.2627
SKU00057,2024-12-17,509.66,399.64,0.2627
SKU00057,2024-12-18,521.94,399.64,0.2627
SKU00057,2024-12-19,578.95,399.64,0.2627
SKU00057,2024-12-20,567.39,399.64,0.2627
SKU00057,2024-12-21,574.56,399.64,0.2627
SKU00057,2024-12-22,586.33,399.64,0.2627
SKU00057,2024-12-23,527.01,399.64,0.2627
SKU00057,2024-12-24,552.45,399.64,0.2627
SKU00057,2024-12-25,496.62,399.64,0.2627
SKU00057,2024-12-26,533.84,399.64,0.2627
SKU00057,2024-12-27,513.3,399.64,0.2627
SKU00057,2024-12-28,541.61,399.64,0.2627
SKU00057,2024-12-29,570.78,399.64,0.2627
SKU00057,2024-12-30,563.4,399.64,0.2627
SKU00057,2024-12-31,562.06,399.64,0.2627
SKU00121,2024-01-01,305.19,234.19,0.1839
SKU00121,2024-01-02,295.83,234.19,0.1839
SKU00121,2024-01-03,277.54,234.19,0.1839
SKU00121,2024-01-04,316.37,234.19,0.1839
SKU00121,2024-01-05,291.63,234.19,0.1839
SKU00121,2024-01-06,303.43,234.19,0.1839
SKU00121,2024-01-07,269.41,234.19,0.1839
SKU00121,2024-01-08,296.76,234.19,0.1839
SKU00121,2024-01-09,288.92,234.19,0.1839
SKU00121,2024-01-10,279.71,234.19,0.1839
SKU00121,2024-01-11,292.34,234.19,0.1839
SKU00121,2024-01-12,318.73,234.19,0.1839
SKU00121,2024-01-13,276.58,234.19,0.1839
SKU00121,2024-01-14,275.3,234.19,0.1839
SKU00121,2024-01-15,279.95,234.19,0.1839
SKU00121,2024-01-16,290.34,234.19,0.1839
SKU00121,2024-01-17,281.52,234.19,0.1839
SKU00121,2024-01-18,291.26,234.19,0.1839
SKU00121,2024-01-19,285.67,234.19,0.1839
SKU00121,2024-01-20,308.27,234.19,0.1839
SKU00121,2024-01-21,296.92,234.19,0.1839
SKU00121,2024-01-22,297.71,234.19,0.1839
SKU00121,2024-01-23,281.44,234.19,0.1839
SKU00121,2024-01-24,292.66,234.19,0.1839
SKU00121,2024-01-25,276.89,234.19,0.1839
SKU00121,2024-01-26,280.22,234.19,0.1839
SKU00121,2024-01-27,312.35,234.19,0.1839
SKU00121,2024-01-28,287.9,234.19,0.1839
SKU00121,2024-01-29,303.03,234.19,0.1839
SKU00121,2024-01-30,283.14,234.19,0.1839
SKU00121,2024-01-31,306.31,234.19,0.1839
SKU00121,2024-02-01,282.15,234.19,0.1839
SKU00121,2024-02-02,286.27,234.19,0.1839
SKU00121,2024-02-03,306.44,234.19,0.1839
SKU00121,2024-02-04,294.98,234.19,0.1839
SKU00121,2024-02-05,275.66,234.19,0.1839
SKU00121,2024-02-06,265.33,234.19,0.1839
SKU00121,2024-02-07,290.41,234.19,0.1839
SKU00121,2024-02-08,312.29,234.19,0.1839
SKU00121,2024-02-09,268.12,234.19,0.1839
SKU00121,2024-02-10,273.82,234.19,0.1839
SKU00121,2024-02-11,282.07,234.19,0.1839
SKU00121,2024-02-12,308.35,234.19,0.1839
SKU00121,2024-02-13,301.92,234.19,0.1839
SKU00121,2024-02-14,278.67,234.19,0.1839
SKU00121,2024-02-15,321.87,234.19,0.1839
SKU00121,2024-02-16,297.74,234.19,0.1839
SKU00121,2024-02-17,326.06,234.19,0.1839
SKU00121,2024-02-18,269.85,234.19,0.1839
SKU00121,2024-02-19,294.17,234.19,0.1839
SKU00121,2024-02-20,288.8,234.19,0.1839
SKU00121,2024-02-21,284.42,234.19,0.1839
SKU00121,2024-02-22,288.97,234.19,0.1839
SKU00121,2024-02-23,296.55,234.19,0.1839
SKU00121,2024-02-24,289.98,234.19,0.1839
SKU00121,2024-02-25,294.79,234.19,0.1839
SKU00121,2024-02-26,252.06,234.19,0.1839
SKU00121,2024-02-27,312.22,234.19,0.1839
SKU00121,2024-02-28,287.09,234.19,0.1839
SKU00121,2024-02-29,295.67,234.19,0.1839
SKU00121,2024-03-01,308.8,234.19,0.1839
SKU00121,2024-03-02,299.64,234.19,0.1839
SKU00121,2024-03-03,298.79,234.19,0.1839
SKU00121,2024-03-04,275.66,234.19,0.1839
SKU00121,2024-03-05,303.62,234.19,0.1839
SKU00121,2024-03-06,293.81,234.19,0.1839
SKU00121,2024-03-07,282.1,234.19,0.1839
SKU00121,2024-03-08,277.63,234.19,0.1839
SKU00121,2024-03-09,302.46,234.19,0.1839
SKU00121,2024-03-10,277.74,234.19,0.1839
SKU00121,2024-03-11,306.88,234.19,0.1839
SKU00121,2024-03-12,297.0,234.19,0.1839
SKU00121,2024-03-13,287.38,234.19,0.1839
SKU00121,2024-03-14,305.63,234.19,0.1839
SKU00121,2024-03-15,288.06,234.19,0.1839
SKU00121,2024-03-16,303.17,234.19,0.1839
SKU00121,2024-03-17,288.84,234.19,0.1839
SKU00121,2024-03-18,275.27,234.19,0.1839
SKU00121,2024-03-19,290.01,234.19,0.1839
SKU00121,2024-03-20,295.58,234.19,0.1839
SKU00121,2024-03-21,279.06,234.19,0.1839
SKU00121,2024-03-22,322.61,234.19,0.1839
SKU00121,2024-03-23,280.84,234.19,0.1839
SKU00121,2024-03-24,309.45,234.19,0.1839
SKU00121,2024-03-25,297.58,234.19,0.1839
SKU00121,2024-03-26,279.79,234.19,0.1839
SKU00121,2024-03-27,287.58,234.19,0.1839
SKU00121,2024-03-28,290.84,234.19,0.1839
SKU00121,2024-03-29,283.02,234.19,0.1839
SKU00121,2024-03-30,291.17,234.19,0.1839
SKU00121,2024-03-31,297.88,234.19,0.1839
SKU00121,2024-04-01,306.5,234.19,0.1839
SKU00121,2024-04-02,307.05,234.19,0.1839
SKU00121,2024-04-03,302.48,234.19,0.1839
SKU00121,2024-04-04,262.55,234.19,0.1839
SKU00121,2024-04-05,307.0,234.19,0.1839
SKU00121,2024-04-06,314.31,234.19,0.1839
SKU00121,2024-04-07,310.41,234.19,0.1839
SKU00121,2024-04-08,307.9,234.19,0.1839
SKU00121,2024-04-09,289.59,234.19,0.1839
SKU00121,2024-04-10,301.83,234.19,0.1839
SKU00121,2024-04-11,284.43,234.19,0.1839
SKU00121,2024-04-12,318.23,234.19,0.1839
SKU00121,2024-04-13,285.77,234.19,0.1839
SKU00121,2024-04-14,290.4,234.19,0.1839
SKU00121,2024-04-15,295.73,234.19,0.1839
SKU00121,2024-04-16,283.2,234.19,0.1839
SKU00121,2024-04-17,319.65,234.19,0.1839
SKU00121,2024-04-18,301.06,234.19,0.1839
SKU00121,2024-04-19,288.33,234.19,0.1839
SKU00121,2024-04-20,306.33,234.19,0.1839
SKU00121,2024-04-21,261.11,234.19,0.1839
SKU00121,2024-04-22,282.64,234.19,0.1839
SKU00121,2024-04-23,301.23,234.19,0.1839
SKU00121,2024-04-24,291.66,234.19,0.1839
SKU00121,2024-04-25,326.11,234.19,0.1839
SKU00121,2024-04-26,283.63,234.19,0.1839
SKU00121,2024-04-27,296.38,234.19,0.1839
SKU00121,2024-04-28,291.08,234.19,0.1839
SKU00121,2024-04-29,319.05,234.19,0.1839
SKU00121,2024-04-30,322.18,234.19,0.1839
SKU00121,2024-05-01,318.97,234.19,0.1839
SKU00121,2024-05-02,303.62,234.19,0.1839
SKU00121,2024-05-03,287.33,234.19,0.1839
SKU00121,2024-05-04,310.42,234.19,0.1839
SKU00121,2024-05-05,309.32,234.19,0.1839
SKU00121,2024-05-06,284.38,234.19,0.1839
SKU00121,2024-05-07,280.22,234.19,0.1839
SKU00121,2024-05-08,306.95,234.19,0.1839
SKU00121,2024-05-09,276.82,234.19,0.1839
SKU00121,2024-05-10,289.91,234.19,0.1839
SKU00121,2024-05-11,278.41,234.19,0.1839
SKU00121,2024-05-12,288.31,234.19,0.1839
SKU00121,2024-05-13,315.82,234.19,0.1839
SKU00121,2024-05-14,276.31,234.19,0.1839
SKU00121,2024-05-15,293.27,234.19,0.1839
SKU00121,2024-05-16,286.3,234.19,0.1839
SKU00121,2024-05-17,279.64,234.19,0.1839
SKU00121,2024-05-18,274.71,234.19,0.1839
SKU00121,2024-05-19,292.62,234.19,0.1839
SKU00121,2024-05-20,280.36,234.19,0.1839
SKU00121,2024-05-21,291.87,234.19,0.1839
SKU00121,2024-05-22,276.92,234.19,0.1839
SKU00121,2024-05-23,270.63,234.19,0.1839
SKU00121,2024-05-24,288.52,234.19,0.1839
SKU00121,2024-05-25,300.79,234.19,0.1839
SKU00121,2024-05-26,318.93,234.19,0.1839
SKU00121,2024-05-27,280.3,234.19,0.1839
SKU00121,2024-05-28,316.09,234.19,0.1839
SKU00121,2024-05-29,301.97,234.19,0.1839
SKU00121,2024-05-30,322.33,234.19,0.1839
SKU00121,2024-05-31,267.58,234.19,0.1839
SKU00121,2024-06-01,317.27,234.19,0.1839
SKU00121,2024-06-02,289.04,234.19,0.1839
SKU00121,2024-06-03,295.15,234.19,0.1839
SKU00121,2024-06-04,306.23,234.19,0.1839
SKU00121,2024-06-05,296.02,234.19,0.1839
SKU00121,2024-06-06,299.92,234.19,0.1839
SKU00121,2024-06-07,301.26,234.19,0.1839
SKU00121,2024-06-08,290.37,234.19,0.1839
SKU00121,2024-06-09,294.59,234.19,0.1839
SKU00121,2024-06-10,292.93,234.19,0.1839
SKU00121,2024-06-11,275.23,234.19,0.1839
SKU00121,2024-06-12,286.12,234.19,0.1839
SKU00121,2024-06-13,301.04,234.19,0.1839
SKU00121,2024-06-14,291.76,234.19,0.1839
SKU00121,2024-06-15,298.63,234.19,0.1839
SKU00121,2024-06-16,316.92,234.19,0.1839
SKU00121,2024-06-17,285.72,234.19,0.1839
SKU00121,2024-06-18,283.67,234.19,0.1839
