sku_id,date,units_sold,our_price,competitor_price,category
SKU00675,2024-02-18,2,256.21,258.11,Home & Living
SKU00675,2024-02-19,2,256.21,266.32,Home & Living
SKU00675,2024-02-20,1,256.21,258.25,Home & Living
SKU00675,2024-02-21,3,256.21,264.57,Home & Living
SKU00675,2024-02-22,5,256.21,229.55,Home & Living
SKU00675,2024-02-23,2,256.21,258.96,Home & Living
SKU00675,2024-02-24,2,256.21,239.37,Home & Living
SKU00675,2024-02-25,3,256.21,262.76,Home & Living
SKU00675,2024-02-26,1,256.21,250.11,Home & Living
SKU00675,2024-02-27,1,256.21,272.19,Home & Living
SKU00675,2024-02-28,4,256.21,257.18,Home & Living
SKU00675,2024-02-29,3,256.21,268.36,Home & Living
SKU00675,2024-03-01,1,256.21,279.3,Home & Living
SKU00675,2024-03-02,4,256.21,246.56,Home & Living
SKU00675,2024-03-03,2,256.21,246.34,Home & Living
SKU00675,2024-03-04,2,256.21,271.72,Home & Living
SKU00675,2024-03-05,3,256.21,254.76,Home & Living
SKU00675,2024-03-06,3,256.21,250.3,Home & Living
SKU00675,2024-03-07,2,256.21,273.68,Home & Living
SKU00675,2024-03-08,2,256.21,273.69,Home & Living
SKU00675,2024-03-09,3,256.21,262.07,Home & Living
SKU00675,2024-03-10,3,256.21,268.27,Home & Living
SKU00675,2024-03-11,2,256.21,249.73,Home & Living
SKU00675,2024-03-12,4,256.21,262.78,Home & Living
SKU00675,2024-03-13,2,256.21,264.54,Home & Living
SKU00675,2024-03-14,2,256.21,256.52,Home & Living
SKU00675,2024-03-15,2,256.21,254.05,Home & Living
SKU00675,2024-03-16,7,256.21,253.84,Home & Living
SKU00675,2024-03-17,2,256.21,283.72,Home & Living
SKU00675,2024-03-18,4,256.21,235.61,Home & Living
SKU00675,2024-03-19,1,256.21,272.37,Home & Living
SKU00675,2024-03-20,2,256.21,267.47,Home & Living
SKU00675,2024-03-21,4,256.21,236.82,Home & Living
SKU00675,2024-03-22,2,256.21,260.69,Home & Living
SKU00675,2024-03-23,2,256.21,270.05,Home & Living
SKU00675,2024-03-24,1,256.21,243.46,Home & Living
SKU00675,2024-03-25,3,256.21,228.33,Home & Living
SKU00675,2024-03-26,2,256.21,254.01,Home & Living
SKU00675,2024-03-27,0,256.21,270.25,Home & Living
SKU00675,2024-03-28,4,256.21,239.91,Home & Living
SKU00675,2024-03-29,0,256.21,262.77,Home & Living
SKU00675,2024-03-30,6,256.21,260.79,Home & Living
SKU00675,2024-03-31,1,256.21,257.29,Home & Living
SKU00675,2024-04-01,5,256.21,246.56,Home & Living
SKU00675,2024-04-02,1,256.21,252.38,Home & Living
SKU00675,2024-04-03,1,256.21,266.86,Home & Living
SKU00675,2024-04-04,4,256.21,272.05,Home & Living
SKU00675,2024-04-05,4,256.21,251.1,Home & Living
SKU00675,2024-04-06,2,256.21,249.51,Home & Living
SKU00675,2024-04-07,7,256.21,268.21,Home & Living
SKU00675,2024-04-08,2,256.21,266.26,Home & Living
SKU00675,2024-04-09,1,256.21,271.68,Home & Living
SKU00675,2024-04-10,3,256.21,262.72,Home & Living
SKU00675,2024-04-11,1,256.21,260.25,Home & Living
SKU00675,2024-04-12,2,256.21,259.78,Home & Living
SKU00675,2024-04-13,2,256.21,276.92,Home & Living
SKU00675,2024-04-14,1,256.21,258.05,Home & Living
SKU00675,2024-04-15,1,256.21,255.6,Home & Living
SKU00675,2024-04-16,2,256.21,260.56,Home & Living
SKU00675,2024-04-17,2,256.21,270.12,Home & Living
SKU00675,2024-04-18,3,256.21,246.47,Home & Living
SKU00675,2024-04-19,2,256.21,289.34,Home & Living
SKU00675,2024-04-20,2,256.21,246.13,Home & Living
SKU00675,2024-04-21,1,256.21,269.58,Home & Living
SKU00675,2024-04-22,5,256.21,282.39,Home & Living
SKU00675,2024-04-23,0,256.21,265.47,Home & Living
SKU00675,2024-04-24,1,256.21,248.08,Home & Living
SKU00675,2024-04-25,1,256.21,235.03,Home & Living
SKU00675,2024-04-26,4,256.21,268.76,Home & Living
SKU00675,2024-04-27,1,256.21,261.93,Home & Living
SKU00675,2024-04-28,1,256.21,264.48,Home & Living
SKU00675,2024-04-29,2,256.21,260.35,Home & Living
SKU00675,2024-04-30,5,256.21,256.5,Home & Living
SKU00675,2024-05-01,5,256.21,277.11,Home & Living
SKU00675,2024-05-02,6,256.21,249.09,Home & Living
SKU00675,2024-05-03,3,256.21,234.15,Home & Living
SKU00675,2024-05-04,1,256.21,248.18,Home & Living
SKU00675,2024-05-05,0,256.21,265.81,Home & Living
SKU00675,2024-05-06,4,256.21,246.66,Home & Living
SKU00675,2024-05-07,2,256.21,266.88,Home & Living
SKU00675,2024-05-08,3,256.21,242.96,Home & Living
SKU00675,2024-05-09,2,256.21,266.71,Home & Living
SKU00675,2024-05-10,1,256.21,239.12,Home & Living
SKU00675,2024-05-11,1,256.21,277.54,Home & Living
SKU00675,2024-05-12,1,256.21,236.15,Home & Living
SKU00675,2024-05-13,0,256.21,276.15,Home & Living
SKU00675,2024-05-14,4,256.21,263.48,Home & Living
SKU00675,2024-05-15,3,256.21,253.67,Home & Living
SKU00675,2024-05-16,4,256.21,240.78,Home & Living
SKU00675,2024-05-17,2,256.21,256.07,Home & Living
SKU00675,2024-05-18,2,256.21,270.54,Home & Living
SKU00675,2024-05-19,1,256.21,259.79,Home & Living
SKU00675,2024-05-20,2,256.21,245.13,Home & Living
SKU00675,2024-05-21,3,256.21,282.18,Home & Living
SKU00675,2024-05-22,3,256.21,295.06,Home & Living
SKU00675,2024-05-23,1,256.21,262.1,Home & Living
SKU00675,2024-05-24,2,256.21,266.33,Home & Living
SKU00675,2024-05-25,5,256.21,262.35,Home & Living
SKU00675,2024-05-26,3,256.21,268.5,Home & Living
SKU00675,2024-05-27,1,256.21,242.3,Home & Living
SKU00675,2024-05-28,4,256.21,258.95,Home & Living
SKU00675,2024-05-29,0,256.21,275.04,Home & Living
SKU00675,2024-05-30,1,256.21,269.69,Home & Living
SKU00675,2024-05-31,1,256.21,265.47,Home & Living
SKU00675,2024-06-01,2,256.21,260.61,Home & Living
SKU00675,2024-06-02,2,256.21,273.04,Home & Living
SKU00675,2024-06-03,2,256.21,272.34,Home & Living
SKU00675,2024-06-04,3,256.21,278.36,Home & Living
SKU00675,2024-06-05,2,256.21,263.55,Home & Living
SKU00675,2024-06-06,5,256.21,258.99,Home & Living
SKU00675,2024-06-07,3,256.21,254.36,Home & Living
SKU00675,2024-06-08,4,256.21,270.89,Home & Living
SKU00675,2024-06-09,6,256.21,259.29,Home & Living
SKU00675,2024-06-10,2,256.21,248.7,Home & Living
SKU00675,2024-06-11,2,256.21,265.35,Home & Living
SKU00675,2024-06-12,1,256.21,256.03,Home & Living
SKU00675,2024-06-13,0,256.21,269.1,Home & Living
SKU00675,2024-06-14,2,256.21,251.87,Home & Living
SKU00675,2024-06-15,1,256.21,259.96,Home & Living
SKU00675,2024-06-16,1,256.21,252.26,Home & Living
SKU00675,2024-06-17,4,256.21,244.22,Home & Living
SKU00675,2024-06-18,3,256.21,247.56,Home & Living
SKU00675,2024-06-19,3,256.21,249.63,Home & Living
SKU00675,2024-06-20,4,256.21,273.16,Home & Living
SKU00675,2024-06-21,4,256.21,259.33,Home & Living
SKU00675,2024-06-22,5,256.21,262.79,Home & Living
SKU00675,2024-06-23,2,256.21,254.92,Home & Living
SKU00675,2024-06-24,3,256.21,264.31,Home & Living
SKU00675,2024-06-25,1,256.21,262.7,Home & Living
SKU00675,2024-06-26,3,256.21,266.02,Home & Living
SKU00675,2024-06-27,2,256.21,284.26,Home & Living
SKU00675,2024-06-28,3,256.21,267.38,Home & Living
SKU00675,2024-06-29,2,256.21,245.07,Home & Living
SKU00675,2024-06-30,1,256.21,253.14,Home & Living
SKU00675,2024-07-01,2,256.21,263.88,Home & Living
SKU00675,2024-07-02,2,256.21,267.32,Home & Living
SKU00675,2024-07-03,3,256.21,263.37,Home & Living
SKU00675,2024-07-04,3,256.21,260.95,Home & Living
SKU00675,2024-07-05,3,256.21,269.6,Home & Living
SKU00675,2024-07-06,6,256.21,262.71,Home & Living
SKU00675,2024-07-07,3,256.21,274.75,Home & Living
SKU00675,2024-07-08,0,256.21,261.83,Home & Living
SKU00675,2024-07-09,3,256.21,258.87,Home & Living
SKU00675,2024-07-10,3,256.21,269.01,Home & Living
SKU00675,2024-07-11,5,256.21,245.88,Home & Living
SKU00675,2024-07-12,2,256.21,251.14,Home & Living
SKU00675,2024-07-13,2,256.21,278.25,Home & Living
SKU00675,2024-07-14,3,256.21,244.21,Home & Living
SKU00675,2024-07-15,1,256.21,255.22,Home & Living
SKU00675,2024-07-16,4,256.21,262.84,Home & Living
SKU00675,2024-07-17,3,256.21,246.92,Home & Living
SKU00675,2024-07-18,0,256.21,245.29,Home & Living
SKU00675,2024-07-19,0,256.21,257.33,Home & Living
SKU00675,2024-07-20,5,256.21,251.36,Home & Living
SKU00675,2024-07-21,1,256.21,262.6,Home & Living
SKU00675,2024-07-22,2,256.21,269.22,Home & Living
SKU00675,2024-07-23,2,256.21,272.43,Home & Living
SKU00675,2024-07-24,3,256.21,256.29,Home & Living
SKU00675,2024-07-25,2,256.21,247.91,Home & Living
SKU00675,2024-07-26,2,256.21,272.46,Home & Living
SKU00675,2024-07-27,4,256.21,263.86,Home & Living
SKU00675,2024-07-28,4,256.21,263.74,Home & Living
SKU00675,2024-07-29,2,256.21,278.89,Home & Living
SKU00675,2024-07-30,2,256.21,285.83,Home & Living
SKU00675,2024-07-31,1,256.21,267.02,Home & Living
SKU00675,2024-08-01,4,256.21,251.2,Home & Living
SKU00675,2024-08-02,3,256.21,268.06,Home & Living
SKU00675,2024-08-03,2,256.21,231.48,Home & Living
SKU00675,2024-08-04,3,256.21,259.19,Home & Living
SKU00675,2024-08-05,4,256.21,245.23,Home & Living
SKU00675,2024-08-06,1,256.21,242.73,Home & Living
SKU00675,2024-08-07,0,256.21,238.46,Home & Living
SKU00675,2024-08-08,1,256.21,259.17,Home & Living
SKU00675,2024-08-09,2,256.21,264.11,Home & Living
SKU00675,2024-08-10,3,256.21,270.36,Home & Living
SKU00675,2024-08-11,1,256.21,256.03,Home & Living
SKU00675,2024-08-12,0,256.21,261.99,Home & Living
SKU00675,2024-08-13,3,256.21,267.33,Home & Living
SKU00675,2024-08-14,1,256.21,251.35,Home & Living
SKU00675,2024-08-15,2,256.21,253.29,Home & Living
SKU00675,2024-08-16,1,256.21,281.47,Home & Living
SKU00675,2024-08-17,2,256.21,262.73,Home & Living
SKU00675,2024-08-18,2,256.21,240.32,Home & Living
SKU00675,2024-08-19,1,256.21,266.85,Home & Living
SKU00675,2024-08-20,7,256.21,239.88,Home & Living
SKU00675,2024-08-21,1,256.21,271.71,Home & Living
SKU00675,2024-08-22,3,256.21,281.06,Home & Living
SKU00675,2024-08-23,3,256.21,255.86,Home & Living
SKU00675,2024-08-24,6,256.21,269.15,Home & Living
SKU00675,2024-08-25,4,256.21,265.44,Home & Living
SKU00675,2024-08-26,1,256.21,256.58,Home & Living
SKU00675,2024-08-27,2,256.21,247.38,Home & Living
SKU00675,2024-08-28,4,256.21,275.99,Home & Living
SKU00675,2024-08-29,4,256.21,258.08,Home & Living
SKU00675,2024-08-30,4,256.21,263.63,Home & Living
SKU00675,2024-08-31,4,256.21,272.98,Home & Living
SKU00675,2024-09-01,3,256.21,276.42,Home & Living
SKU00675,2024-09-02,3,256.21,252.66,Home & Living
SKU00675,2024-09-03,1,256.21,251.14,Home & Living
SKU00675,2024-09-04,5,256.21,251.09,Home & Living
SKU00675,2024-09-05,3,256.21,246.87,Home & Living
SKU00675,2024-09-06,2,256.21,287.02,Home & Living
SKU00675,2024-09-07,4,256.21,255.85,Home & Living
SKU00675,2024-09-08,5,256.21,278.51,Home & Living
SKU00675,2024-09-09,6,256.21,229.79,Home & Living
SKU00675,2024-09-10,0,256.21,235.97,Home & Living
SKU00675,2024-09-11,1,256.21,248.09,Home & Living
SKU00675,2024-09-12,5,256.21,260.34,Home & Living
SKU00675,2024-09-13,2,256.21,243.73,Home & Living
SKU00675,2024-09-14,4,256.21,225.48,Home & Living
SKU00675,2024-09-15,4,256.21,275.21,Home & Living
SKU00675,2024-09-16,3,256.21,258.02,Home & Living
SKU00675,2024-09-17,1,256.21,272.75,Home & Living
SKU00675,2024-09-18,0,256.21,275.7,Home & Living
SKU00675,2024-09-19,2,256.21,264.92,Home & Living
SKU00675,2024-09-20,4,256.21,275.01,Home & Living
SKU00675,2024-09-21,5,256.21,272.58,Home & Living
SKU00675,2024-09-22,1,256.21,250.66,Home & Living
SKU00675,2024-09-23,0,256.21,267.37,Home & Living
SKU00675,2024-09-24,0,256.21,250.06,Home & Living
SKU00675,2024-09-25,2,256.21,249.25,Home & Living
SKU00675,2024-09-26,0,256.21,279.05,Home & Living
SKU00675,2024-09-27,3,256.21,285.38,Home & Living
SKU00675,2024-09-28,4,256.21,245.56,Home & Living
SKU00675,2024-09-29,1,256.21,273.51,Home & Living
SKU00675,2024-09-30,1,256.21,269.06,Home & Living
SKU00675,2024-10-01,4,256.21,272.83,Home & Living
SKU00675,2024-10-02,1,256.21,267.62,Home & Living
SKU00675,2024-10-03,6,256.21,280.01,Home & Living
SKU00675,2024-10-04,2,256.21,262.99,Home & Living
SKU00675,2024-10-05,2,256.21,276.92,Home & Living
SKU00675,2024-10-06,4,256.21,248.36,Home & Living
SKU00675,2024-10-07,2,256.21,273.54,Home & Living
SKU00675,2024-10-08,1,256.21,252.48,Home & Living
SKU00675,2024-10-09,2,256.21,280.26,Home & Living
SKU00675,2024-10-10,2,256.21,270.39,Home & Living
SKU00675,2024-10-11,4,256.21,243.48,Home & Living
SKU00675,2024-10-12,1,256.21,255.1,Home & Living
SKU00675,2024-10-13,0,256.21,249.26,Home & Living
SKU00675,2024-10-14,2,256.21,282.67,Home & Living
SKU00675,2024-10-15,4,256.21,285.77,Home & Living
SKU00675,2024-10-16,2,256.21,252.95,Home & Living
SKU00675,2024-10-17,1,256.21,260.02,Home & Living
SKU00675,2024-10-18,3,256.21,251.82,Home & Living
SKU00675,2024-10-19,4,256.21,250.69,Home & Living
SKU00675,2024-10-20,0,256.21,257.15,Home & Living
SKU00675,2024-10-21,2,256.21,267.39,Home & Living
SKU00675,2024-10-22,7,256.21,260.53,Home & Living
SKU00675,2024-10-23,3,256.21,264.23,Home & Living
SKU00675,2024-10-24,2,256.21,234.64,Home & Living
SKU00675,2024-10-25,2,256.21,267.28,Home & Living
SKU00675,2024-10-26,3,256.21,277.02,Home & Living
SKU00675,2024-10-27,5,256.21,253.81,Home & Living
SKU00675,2024-10-28,3,256.21,269.34,Home & Living
SKU00675,2024-10-29,4,256.21,254.43,Home & Living
SKU00675,2024-10-30,1,256.21,257.44,Home & Living
SKU00675,2024-10-31,2,256.21,279.04,Home & Living
SKU00675,2024-11-01,4,256.21,262.1,Home & Living
SKU00675,2024-11-02,4,256.21,271.68,Home & Living
SKU00675,2024-11-03,10,256.21,260.83,Home & Living
SKU00675,2024-11-04,3,256.21,236.24,Home & Living
SKU00675,2024-11-05,1,256.21,268.74,Home & Living
SKU00675,2024-11-06,1,256.21,239.91,Home & Living
SKU00675,2024-11-07,1,256.21,258.39,Home & Living
SKU00675,2024-11-08,1,256.21,262.51,Home & Living
SKU00675,2024-11-09,2,256.21,256.13,Home & Living
SKU00675,2024-11-10,2,256.21,261.71,Home & Living
SKU00675,2024-11-11,1,256.21,274.75,Home & Living
SKU00675,2024-11-12,3,256.21,247.45,Home & Living
SKU00675,2024-11-13,4,256.21,276.5,Home & Living
SKU00675,2024-11-14,2,256.21,267.32,Home & Living
SKU00675,2024-11-15,4,256.21,254.53,Home & Living
SKU00675,2024-11-16,5,256.21,272.11,Home & Living
SKU00675,2024-11-17,3,256.21,278.24,Home & Living
SKU00675,2024-11-18,3,256.21,260.87,Home & Living
SKU00675,2024-11-19,3,256.21,285.72,Home & Living
SKU00675,2024-11-20,3,256.21,284.51,Home & Living
SKU00675,2024-11-21,3,256.21,250.79,Home & Living
SKU00675,2024-11-22,2,256.21,259.47,Home & Living
SKU00675,2024-11-23,2,256.21,257.8,Home & Living
SKU00675,2024-11-24,0,256.21,272.95,Home & Living
SKU00675,2024-11-25,1,256.21,267.95,Home & Living
SKU00675,2024-11-26,4,256.21,250.63,Home & Living
SKU00675,2024-11-27,0,256.21,265.57,Home & Living
SKU00675,2024-11-28,5,256.21,280.17,Home & Living
SKU00675,2024-11-29,3,256.21,260.25,Home & Living
SKU00675,2024-11-30,1,256.21,257.13,Home & Living
SKU00675,2024-12-01,4,256.21,277.83,Home & Living
SKU00675,2024-12-02,4,256.21,256.68,Home & Living
SKU00675,2024-12-03,2,256.21,264.16,Home & Living
SKU00675,2024-12-04,4,256.21,253.71,Home & Living
SKU00675,2024-12-05,2,256.21,266.22,Home & Living
SKU00675,2024-12-06,2,256.21,266.29,Home & Living
SKU00675,2024-12-07,1,256.21,237.34,Home & Living
SKU00675,2024-12-08,1,256.21,240.16,Home & Living
SKU00675,2024-12-09,1,256.21,267.35,Home & Living
SKU00675,2024-12-10,3,256.21,266.06,Home & Living
SKU00675,2024-12-11,3,256.21,263.51,Home & Living
SKU00675,2024-12-12,2,256.21,259.82,Home & Living
SKU00675,2024-12-13,1,256.21,252.59,Home & Living
SKU00675,2024-12-14,2,256.21,261.75,Home & Living
SKU00675,2024-12-15,1,256.21,247.33,Home & Living
SKU00675,2024-12-16,3,256.21,259.28,Home & Living
SKU00675,2024-12-17,3,256.21,279.96,Home & Living
SKU00675,2024-12-18,7,256.21,244.33,Home & Living
SKU00675,2024-12-19,1,256.21,246.49,Home & Living
SKU00675,2024-12-20,4,256.21,260.45,Home & Living
SKU00675,2024-12-21,2,256.21,252.62,Home & Living
SKU00675,2024-12-22,5,256.21,285.75,Home & Living
SKU00675,2024-12-23,4,256.21,263.32,Home & Living
SKU00675,2024-12-24,2,256.21,277.15,Home & Living
SKU00675,2024-12-25,3,256.21,274.24,Home & Living
SKU00675,2024-12-26,2,256.21,265.51,Home & Living
SKU00675,2024-12-27,4,256.21,273.01,Home & Living
SKU00675,2024-12-28,5,256.21,235.71,Home & Living
SKU00675,2024-12-29,3,256.21,278.68,Home & Living
SKU00675,2024-12-30,4,256.21,253.24,Home & Living
SKU00675,2024-12-31,4,256.21,273.85,Home & Living
SKU01700,2024-01-01,3,2353.47,2519.27,Electronics
SKU01700,2024-01-02,5,2353.47,2304.9,Electronics
SKU01700,2024-01-03,3,2353.47,2405.12,Electronics
SKU01700,2024-01-04,1,2353.47,2168.53,Electronics
SKU01700,2024-01-05,1,2353.47,2375.61,Electronics
SKU01700,2024-01-06,4,2353.47,2313.48,Electronics
SKU01700,2024-01-07,2,2353.47,2427.48,Electronics
SKU01700,2024-01-08,3,2353.47,2312.52,Electronics
SKU01700,2024-01-09,2,2353.47,2366.29,Electronics
SKU01700,2024-01-10,3,2353.47,2288.7,Electronics
SKU01700,2024-01-11,0,2353.47,2505.23,Electronics
SKU01700,2024-01-12,6,2353.47,2521.51,Electronics
SKU01700,2024-01-13,1,2353.47,2397.46,Electronics
SKU01700,2024-01-14,2,2353.47,2333.09,Electronics
SKU01700,2024-01-15,1,2353.47,2358.05,Electronics
SKU01700,2024-01-16,4,2353.47,2356.86,Electronics
SKU01700,2024-01-17,0,2353.47,2492.32,Electronics
SKU01700,2024-01-18,0,2353.47,2271.38,Electronics
SKU01700,2024-01-19,2,2353.47,2422.41,Electronics
SKU01700,2024-01-20,5,2353.47,2422.72,Electronics
SKU01700,2024-01-21,3,2353.47,2222.75,Electronics
SKU01700,2024-01-22,3,2353.47,2390.35,Electronics
SKU01700,2024-01-23,2,2353.47,2348.87,Electronics
SKU01700,2024-01-24,4,2353.47,2362.03,Electronics
SKU01700,2024-01-25,2,2353.47,2404.41,Electronics
SKU01700,2024-01-26,1,2353.47,2432.06,Electronics
SKU01700,2024-01-27,1,2353.47,2338.7,Electronics
SKU01700,2024-01-28,1,2353.47,2437.35,Electronics
SKU01700,2024-01-29,2,2353.47,2230.69,Electronics
SKU01700,2024-01-30,1,2353.47,2600.65,Electronics
SKU01700,2024-01-31,2,2353.47,2300.7,Electronics
SKU01700,2024-02-01,2,2353.47,2406.55,Electronics
SKU01700,2024-02-02,2,2353.47,2320.01,Electronics
SKU01700,2024-02-03,1,2353.47,2270.61,Electronics
SKU01700,2024-02-04,5,2353.47,2579.94,Electronics
SKU01700,2024-02-05,1,2353.47,2443.78,Electronics
SKU01700,2024-02-06,1,2353.47,2407.74,Electronics
SKU01700,2024-02-07,6,2353.47,2391.55,Electronics
SKU01700,2024-02-08,1,2353.47,2131.97,Electronics
SKU01700,2024-02-09,1,2353.47,2573.43,Electronics
SKU01700,2024-02-10,0,2353.47,2439.19,Electronics
SKU01700,2024-02-11,2,2353.47,2544.72,Electronics
SKU01700,2024-02-12,2,2353.47,2394.85,Electronics
SKU01700,2024-02-13,5,2353.47,2375.72,Electronics
SKU01700,2024-02-14,1,2353.47,2301.4,Electronics
SKU01700,2024-02-15,1,2353.47,2510.94,Electronics
SKU01700,2024-02-16,3,2353.47,2504.54,Electronics
SKU01700,2024-02-17,2,2353.47,2424.89,Electronics
SKU01700,2024-02-18,1,2353.47,2396.9,Electronics
SKU01700,2024-02-19,1,2353.47,2414.72,Electronics
SKU01700,2024-02-20,0,2353.47,2299.3,Electronics
SKU01700,2024-02-21,3,2353.47,2348.12,Electronics
SKU01700,2024-02-22,2,2353.47,2418.22,Electronics
SKU01700,2024-02-23,1,2353.47,2407.77,Electronics
SKU01700,2024-02-24,4,2353.47,2720.04,Electronics
SKU01700,2024-02-25,2,2353.47,2217.8,Electronics
SKU01700,2024-02-26,1,2353.47,2323.96,Electronics
SKU01700,2024-02-27,7,2353.47,2358.82,Electronics
SKU01700,2024-02-28,2,2353.47,2253.01,Electronics
SKU01700,2024-02-29,4,2353.47,2426.04,Electronics
SKU01700,2024-03-01,4,2353.47,2358.36,Electronics
SKU01700,2024-03-02,1,2353.47,2377.26,Electronics
SKU01700,2024-03-03,3,2353.47,2521.85,Electronics
SKU01700,2024-03-04,2,2353.47,2376.24,Electronics
SKU01700,2024-03-05,2,2353.47,2415.65,Electronics
SKU01700,2024-03-06,3,2353.47,2421.3,Electronics
SKU01700,2024-03-07,1,2353.47,2354.31,Electronics
SKU01700,2024-03-08,5,2353.47,2526.74,Electronics
SKU01700,2024-03-09,1,2353.47,2357.15,Electronics
SKU01700,2024-03-10,3,2353.47,2307.64,Electronics
SKU01700,2024-03-11,1,2353.47,2406.56,Electronics
SKU01700,2024-03-12,3,2353.47,2313.74,Electronics
SKU01700,2024-03-13,3,2353.47,2354.03,Electronics
SKU01700,2024-03-14,1,2353.47,2410.79,Electronics
SKU01700,2024-03-15,0,2353.47,2460.61,Electronics
SKU01700,2024-03-16,2,2353.47,2595.17,Electronics
SKU01700,2024-03-17,1,2353.47,2574.36,Electronics
SKU01700,2024-03-18,4,2353.47,2629.82,Electronics
SKU01700,2024-03-19,3,2353.47,2453.84,Electronics
SKU01700,2024-03-20,0,2353.47,2374.37,Electronics
SKU01700,2024-03-21,4,2353.47,2522.92,Electronics
SKU01700,2024-03-22,4,2353.47,2317.32,Electronics
SKU01700,2024-03-23,3,2353.47,2469.7,Electronics
SKU01700,2024-03-24,0,2353.47,2464.75,Electronics
SKU01700,2024-03-25,4,2353.47,2367.91,Electronics
SKU01700,2024-03-26,1,2353.47,2533.2,Electronics
SKU01700,2024-03-27,1,2353.47,2555.61,Electronics
SKU01700,2024-03-28,2,2353.47,2432.19,Electronics
SKU01700,2024-03-29,2,2353.47,2265.79,Electronics
SKU01700,2024-03-30,2,2353.47,2501.57,Electronics
SKU01700,2024-03-31,3,2353.47,2450.47,Electronics
SKU01700,2024-04-01,0,2353.47,2405.08,Electronics
SKU01700,2024-04-02,2,2353.47,2290.35,Electronics
SKU01700,2024-04-03,2,2353.47,2450.59,Electronics
SKU01700,2024-04-04,2,2353.47,2191.56,Electronics
SKU01700,2024-04-05,0,2353.47,2597.39,Electronics
SKU01700,2024-04-06,3,2353.47,2416.46,Electronics
SKU01700,2024-04-07,3,2353.47,2118.7,Electronics
SKU01700,2024-04-08,1,2353.47,2273.6,Electronics
SKU01700,2024-04-09,0,2353.47,2499.76,Electronics
SKU01700,2024-04-10,3,2353.47,2428.27,Electronics
SKU01700,2024-04-11,1,2353.47,2357.45,Electronics
SKU01700,2024-04-12,4,2353.47,2292.6,Electronics
SKU01700,2024-04-13,4,2353.47,2176.86,Electronics
SKU01700,2024-04-14,2,2353.47,2322.21,Electronics
SKU01700,2024-04-15,2,2353.47,2371.0,Electronics
SKU01700,2024-04-16,6,2353.47,2421.5,Electronics
SKU01700,2024-04-17,3,2353.47,2381.72,Electronics
SKU01700,2024-04-18,0,2353.47,2517.92,Electronics
SKU01700,2024-04-19,1,2353.47,2539.27,Electronics
SKU01700,2024-04-20,3,2353.47,2497.17,Electronics
